Model,Month,a,b,c,Precision
U3419Wb,2019/9/1,0.04,0.04,0.92,0.0102569
UP2516Dt,2018/5/1,0,0.01,0.99,0.00124747
UP2516Dt,2018/6/1,0.37,0.62,0.00999999,0.00256769
UP2516Dt,2018/7/1,0.99,0,0.00999999,0.00195335
UP2516Dt,2018/8/1,0,0.7,0.3,0.00332768
UP2516Dt,2018/9/1,0.2,0.25,0.55,0.00262538
UP2516Dt,2018/10/1,0,0.99,0.00999999,0.00766154
UP2516Dt,2018/11/1,0.99,0,0.00999999,0.00653922
UP2516Dt,2018/12/1,0,0.15,0.85,0.00402258
UP2516Dt,2019/1/1,0.29,0.7,0.0100001,0.00520921
UP2516Dt,2019/2/1,0,0.4,0.6,0.00563726
UP2516Dt,2019/3/1,0,0,1,0.00649686
UP2516Dt,2019/4/1,0.87,0.03,0.1,0.00543016
UP2516Dt,2019/5/1,0.53,0.47,2.98023e-08,0.00855916
UP2516Dt,2019/6/1,0.99,0,0.00999999,0.00884389
UP2516Dt,2019/7/1,0,0.26,0.74,0.00760524
UP2516Dt,2019/8/1,0.56,0.24,0.2,0.0063934
UP2516Dt,2019/9/1,0.99,0,0.00999999,0.00567839
UP2716Dt,2018/5/1,0.49,0,0.51,0.00572
UP2716Dt,2018/6/1,0.23,0.7,0.07,0.00425601
UP2716Dt,2018/7/1,0.35,0.43,0.22,0.00386381
UP2716Dt,2018/8/1,0,0.57,0.43,0.00319888
UP2716Dt,2018/9/1,0.39,0.15,0.46,0.00346678
UP2716Dt,2018/10/1,0.02,0,0.98,0.00877451
UP2716Dt,2018/11/1,0,0,1,0.00925926
UP2716Dt,2018/12/1,0,0,1,0.00553042
UP2716Dt,2019/1/1,0,0.6,0.4,0.0056913
UP2716Dt,2019/2/1,0,0,1,0.00392801
UP2716Dt,2019/3/1,0.55,0.44,0.00999999,0.00424078
UP2716Dt,2019/4/1,0.04,0,0.96,0.00527577
UP2716Dt,2019/5/1,0.01,0.47,0.52,0.0075393
UP2716Dt,2019/6/1,0.41,0,0.59,0.00561209
UP2716Dt,2019/7/1,0.48,0.38,0.14,0.0050719
UP2716Dt,2019/8/1,0,0,1,0.00764753
UP2716Dt,2019/9/1,0,0,1,0.00647059
