Model,Month,a,b,c,Precision
AW2518Hb,2018/5/1,0,0,1,0.00119407
AW2518Hb,2018/6/1,0,0.24,0.76,0.00236048
AW2518Hb,2018/7/1,0.14,0.6,0.26,0.00390216
AW2518Hb,2018/8/1,0.7,0.3,0,0.001806
AW2518Hb,2018/9/1,0.99,0,0.00999999,0.00130889
AW2518Hb,2018/10/1,0,0,1,0.00258
AW2518Hb,2018/11/1,0,0,1,0.00221754
AW2518Hb,2018/12/1,0,0.27,0.73,0.00257764
AW2518Hb,2019/1/1,0.65,0.35,2.98023e-08,0.00320593
AW2518Hb,2019/2/1,0.96,0.04,2.23517e-08,0.004008
AW2518Hb,2019/3/1,0.01,0,0.99,0.000466302
AW2518Hb,2019/4/1,0.08,0.91,0.00999999,0.000901512
AW2518Hb,2019/5/1,0,0,1,0.00127114
AW2518Hb,2019/6/1,0,0.99,0.00999999,0.00149236
AW2518Hb,2019/7/1,0,0,1,0.00155227
AW2518Hb,2019/8/1,0.01,0.24,0.75,0.00218184
AW2518Hb,2019/9/1,0.96,0.04,2.23517e-08,0.00170642
AW2518HFb,2018/5/1,0.16,0.7,0.14,0.0012465
AW2518HFb,2018/6/1,0.99,0,0.00999999,0.000702207
AW2518HFb,2018/7/1,0,0.34,0.66,0.00205979
AW2518HFb,2018/8/1,0.03,0,0.97,0.00239002
AW2518HFb,2018/9/1,0,0.6,0.4,0.000977253
AW2518HFb,2018/10/1,0.3,0.49,0.21,0.00284366
AW2518HFb,2018/11/1,0.18,0,0.82,0.00200089
AW2518HFb,2018/12/1,0,0.99,0.00999999,0.00151039
AW2518HFb,2019/1/1,0.99,0,0.00999999,0.0037514
AW2518HFb,2019/2/1,0,0.99,0.00999999,0.00430394
AW2518HFb,2019/3/1,0.08,0,0.92,0.000578904
AW2518HFb,2019/4/1,0.07,0.32,0.61,0.000927926
AW2518HFb,2019/5/1,0.11,0,0.89,0.0012732
AW2518HFb,2019/6/1,0,0.71,0.29,0.00128325
AW2518HFb,2019/7/1,0.47,0.16,0.37,0.00131939
AW2518HFb,2019/8/1,0.14,0.13,0.73,0.00147681
AW2518HFb,2019/9/1,0.34,0,0.66,0.00100294
AW3418DWb,2018/5/1,0,0.03,0.97,0.0034139
AW3418DWb,2018/6/1,0,0.87,0.13,0.00787511
AW3418DWb,2018/7/1,0,0,1,0.00475671
AW3418DWb,2018/8/1,0.16,0.08,0.76,0.0045892
AW3418DWb,2018/9/1,0.46,0.21,0.33,0.00477143
AW3418DWb,2018/10/1,0.29,0.51,0.2,0.00402194
AW3418DWb,2018/11/1,0.42,0.03,0.55,0.00461955
AW3418DWb,2018/12/1,0,0.35,0.65,0.00462083
AW3418DWb,2019/1/1,0.61,0,0.39,0.00659926
AW3418DWb,2019/2/1,0.01,0.67,0.32,0.006497
AW3418DWb,2019/3/1,0.1,0,0.9,0.00333656
AW3418DWb,2019/4/1,0.07,0,0.93,0.00309276
AW3418DWb,2019/5/1,0,0.79,0.21,0.00241195
AW3418DWb,2019/6/1,0.56,0,0.44,0.00254038
AW3418DWb,2019/7/1,0.4,0.6,0,0.00217248
AW3418DWb,2019/8/1,0.38,0,0.62,0.00251114
AW3418DWb,2019/9/1,0.53,0.17,0.3,0.00228821
AW3418HWb,2018/5/1,0.5,0,0.5,0.00724153
AW3418HWb,2018/6/1,0.4,0.24,0.36,0.00457888
AW3418HWb,2018/7/1,0.36,0.24,0.4,0.00676619
AW3418HWb,2018/8/1,0,0,1,0.00698159
AW3418HWb,2018/9/1,0,0.99,0.00999999,0.00579303
AW3418HWb,2018/10/1,0.89,0.11,1.49012e-08,0.00435049
AW3418HWb,2018/11/1,0.39,0,0.61,0.00593138
AW3418HWb,2018/12/1,0,0.19,0.81,0.00470253
AW3418HWb,2019/1/1,0.32,0.36,0.32,0.00672056
AW3418HWb,2019/2/1,0.5,0,0.5,0.00689339
AW3418HWb,2019/3/1,0,0.24,0.76,0.0027731
AW3418HWb,2019/4/1,0.03,0.6,0.37,0.00289908
AW3418HWb,2019/5/1,0,0.03,0.97,0.00231698
AW3418HWb,2019/6/1,0.06,0.28,0.66,0.00244882
AW3418HWb,2019/7/1,0,0.97,0.03,0.00127556
AW3418HWb,2019/8/1,0.3,0.11,0.59,0.00289412
AW3418HWb,2019/9/1,0.51,0.25,0.24,0.00295648
D3216Ho,2018/5/1,0.6,0.27,0.13,0.0059898
D3216Ho,2018/6/1,0.17,0.39,0.44,0.00699635
D3216Ho,2018/7/1,0.6,0,0.4,0.00816994
D3216Ho,2018/8/1,0.35,0.6,0.05,0.00698737
D3216Ho,2018/9/1,0.44,0.08,0.48,0.00631104
D3216Ho,2018/10/1,0.01,0.3,0.69,0.00758114
D3216Ho,2018/11/1,0,0.37,0.63,0.00623638
D3216Ho,2018/12/1,0.07,0.78,0.15,0.00853318
D3216Ho,2019/1/1,0,0.89,0.11,0.0111292
D3216Ho,2019/2/1,0.24,0.75,0.00999999,0.0109979
D3216Ho,2019/3/1,0.06,0,0.94,0.0103113
D3216Ho,2019/4/1,0.12,0.38,0.5,0.00400914
D3216Ho,2019/5/1,0.84,0,0.16,0.00715034
D3216Ho,2019/6/1,0.99,0,0.00999999,0.00490502
D3216Ho,2019/7/1,0.09,0.73,0.18,0.00786611
D3216Ho,2019/8/1,0.18,0.11,0.71,0.00679423
D3216Ho,2019/9/1,0,0,1,0
D3217Ho,2018/5/1,0.12,0.31,0.57,0.0051464
D3217Ho,2018/6/1,0.16,0.51,0.33,0.00565332
D3217Ho,2018/7/1,0,0.73,0.27,0.00617774
D3217Ho,2018/8/1,0.78,0.1,0.12,0.00787003
D3217Ho,2018/9/1,0.91,0,0.09,0.00745979
D3217Ho,2018/10/1,0.53,0.47,2.98023e-08,0.00650465
D3217Ho,2018/11/1,0.61,0.16,0.23,0.00621646
D3217Ho,2018/12/1,0.32,0.11,0.57,0.00899214
D3217Ho,2019/1/1,0.62,0.35,0.03,0.0107443
D3217Ho,2019/2/1,0.4,0.6,0,0.0111721
D3217Ho,2019/3/1,0.2,0.03,0.77,0.00526167
D3217Ho,2019/4/1,0,0.31,0.69,0.00500897
D3217Ho,2019/5/1,0.34,0.65,0.00999999,0.00486527
D3217Ho,2019/6/1,0.27,0.44,0.29,0.00510657
D3217Ho,2019/7/1,0.52,0,0.48,0.00398951
D3217Ho,2019/8/1,0.08,0.85,0.07,0.00541694
D3217Ho,2019/9/1,0.07,0.16,0.77,0.00493328
E1715Sc,2018/5/1,0.44,0.14,0.42,0.00361667
E1715Sc,2018/6/1,0.33,0.13,0.54,0.00366641
E1715Sc,2018/7/1,0.07,0.79,0.14,0.00456616
E1715Sc,2018/8/1,0.07,0,0.93,0.00351764
E1715Sc,2018/9/1,0,0.73,0.27,0.00410294
E1715Sc,2018/10/1,0.71,0.02,0.27,0.00460471
E1715Sc,2018/11/1,0.56,0,0.44,0.0054232
E1715Sc,2018/12/1,0,0.73,0.27,0.00543578
E1715Sc,2019/1/1,0.28,0.71,0.0100001,0.0079676
E1715Sc,2019/2/1,0.99,0,0.00999999,0.00728831
E1715Sc,2019/3/1,0,0.14,0.86,0.00268292
E1715Sc,2019/4/1,0.02,0.28,0.7,0.00302546
E1715Sc,2019/5/1,0.65,0.27,0.08,0.0033351
E1715Sc,2019/6/1,0.53,0.47,2.98023e-08,0.00201013
E1715Sc,2019/7/1,0.34,0.65,0.00999999,0.0026077
E1715Sc,2019/8/1,0.19,0.33,0.48,0.0031554
E1715Sc,2019/9/1,0.42,0.28,0.3,0.00239974
E1913c,2018/5/1,0.91,0.08,0.00999998,0.00788235
E1913c,2018/6/1,0,0.6,0.4,0.0109125
E1913c,2018/7/1,0,0,1,0.0110294
E1913c,2018/8/1,0.99,0,0.00999999,0.0102017
E1913c,2018/9/1,0.99,0,0.00999999,0.00737745
E1913c,2018/10/1,0.19,0.24,0.57,0.00864845
E1913c,2018/11/1,0.99,0,0.00999999,0.00495098
E1913c,2018/12/1,0.99,0,0.00999999,0.0123074
E1913c,2019/1/1,0.88,0,0.12,0.00860294
E1913c,2019/2/1,0.75,0.07,0.18,0.0107193
E1913c,2019/3/1,0.17,0.16,0.67,0.00777983
E1913c,2019/4/1,0,0.99,0.00999999,0.006741
E1913c,2019/5/1,0.42,0.58,5.96046e-08,0.00844108
E1913c,2019/6/1,0,0,1,0.00612746
E1913c,2019/7/1,0,0.99,0.00999999,0.00981618
E1913c,2019/8/1,0,0,1,0.00571896
E1913c,2019/9/1,0,0.99,0.00999999,0.00822304
E1913Sc,2018/5/1,0,0.5,0.5,0.00245098
E1913Sc,2018/6/1,0.4,0.4,0.2,0.00196078
E1913Sc,2018/7/1,0.48,0.11,0.41,0.00708605
E1913Sc,2018/8/1,0,0,1,0.00686275
E1913Sc,2018/9/1,0,0.99,0.00999999,0.00786819
E1913Sc,2018/10/1,0,0,1,0.00294118
E1913Sc,2018/11/1,0,0,1,0.00245098
E1913Sc,2018/12/1,0.33,0.09,0.58,0.0100114
E1913Sc,2019/1/1,0.35,0.09,0.56,0.00857843
E1913Sc,2019/2/1,0,0,1,0
E1913Sc,2019/3/1,0,0.99,0.00999999,0.000108734
E1913Sc,2019/4/1,0,0.99,0.00999999,0.0036952
E1913Sc,2019/5/1,0,0,1,0
E1913Sc,2019/6/1,0.7,0.3,0,6.00729e-20
E1913Sc,2019/7/1,0,0.99,0.00999999,7.41838e-05
E1913Sc,2019/8/1,0.99,0,0.00999999,0.00493193
E1913Sc,2019/9/1,0,0,1,0.00326798
E1913Sf,2018/5/1,0,0,1,0.00469772
E1913Sf,2018/6/1,0,0.99,0.00999999,0.00309191
E1913Sf,2018/7/1,0.82,0.11,0.07,0.00579438
E1913Sf,2018/8/1,0,0.25,0.75,0.00285948
E1913Sf,2018/9/1,0,0.99,0.00999999,0.00584205
E1913Sf,2018/10/1,0.99,0,0.00999999,0.00245098
E1913Sf,2018/11/1,0.65,0.25,0.1,0.00370041
E1913Sf,2018/12/1,0,0,1,0.00245098
E1913Sf,2019/1/1,0,0.23,0.77,0.00521116
E1913Sf,2019/2/1,0,0.99,0.00999999,7.76757e-05
E1913Sf,2019/3/1,0.99,0,0.00999999,5.41422e-05
E1913Sf,2019/4/1,0,0,1,0
E1913Sf,2019/5/1,0.99,0,0.00999999,0.00369689
E1913Sf,2019/6/1,0.04,0.04,0.92,0.00820945
E1913Sf,2019/7/1,0,0,1,0.00735294
E1913Sf,2019/8/1,0,0.99,0.00999999,0.00686275
E1913Sf,2019/9/1,0.5,0,0.5,0.00367647
E1914Hf,2018/5/1,0,0.27,0.73,0.00652072
E1914Hf,2018/6/1,0,0.99,0.00999999,0.00609013
E1914Hf,2018/7/1,0,0,1,0.00623886
E1914Hf,2018/8/1,0.64,0.12,0.24,0.0100776
E1914Hf,2018/9/1,0,0.99,0.00999999,0.00759804
E1914Hf,2018/10/1,0,0.99,0.00999999,0.00495551
E1914Hf,2018/11/1,0.99,0,0.00999999,0.00490196
E1914Hf,2018/12/1,0,0,1,0
E1914Hf,2019/1/1,0.5,0.49,0.00999999,0.00490196
E1914Hf,2019/2/1,0.35,0.09,0.56,0.0102569
E1914Hf,2019/3/1,0.46,0.23,0.31,0.00798378
E1914Hf,2019/4/1,0,0,1,0
E1914Hf,2019/5/1,0,0,1,0
E1914Hf,2019/6/1,0,0,1,0
E1914Hf,2019/7/1,0,0,1,0
E1914Hf,2019/8/1,0.04,0.04,0.92,0.00963893
E1914Hf,2019/9/1,0,0,1,0
E1916Hf,2018/5/1,0.39,0.09,0.52,0.00592628
E1916Hf,2018/6/1,0.29,0.3,0.41,0.00439065
E1916Hf,2018/7/1,0.73,0.07,0.2,0.00483066
E1916Hf,2018/8/1,0.46,0,0.54,0.00648541
E1916Hf,2018/9/1,0.05,0.49,0.46,0.0043582
E1916Hf,2018/10/1,0.32,0.67,0.00999999,0.00477677
E1916Hf,2018/11/1,0.44,0.01,0.55,0.00423495
E1916Hf,2018/12/1,0,0.51,0.49,0.00589605
E1916Hf,2019/1/1,0,0.85,0.15,0.00888167
E1916Hf,2019/2/1,0,0,1,0.0106491
E1916Hf,2019/3/1,0,0.06,0.94,0.00299073
E1916Hf,2019/4/1,0.2,0.22,0.58,0.00282365
E1916Hf,2019/5/1,0.81,0.18,0.00999999,0.00340584
E1916Hf,2019/6/1,0.99,0,0.00999999,0.00420635
E1916Hf,2019/7/1,0.96,0.04,2.23517e-08,0.00302846
E1916Hf,2019/8/1,0.99,0,0.00999999,0.00304901
E1916Hf,2019/9/1,0.32,0.23,0.45,0.00445824
E1916HMf,2018/5/1,0,0.99,0.00999999,0.0107098
E1916HMf,2018/6/1,0.7,0.3,0,6.00729e-20
E1916HMf,2018/7/1,0,0.99,0.00999999,0.00980392
E1916HMf,2018/8/1,0.04,0.18,0.78,0.00603099
E1916HMf,2018/9/1,0.99,0,0.00999999,0.00980392
E1916HMf,2018/10/1,0,0.99,0.00999999,0.000116421
E1916HMf,2018/11/1,0,0.98,0.02,0.00753539
E1916HMf,2018/12/1,0,0,1,0.00980392
E1916HMf,2019/1/1,0,0,1,0.00750539
E1916HMf,2019/2/1,0,0.99,0.00999999,0.0102052
E1916HMf,2019/3/1,0.08,0,0.92,0.0039183
E1916HMf,2019/4/1,0,0.99,0.00999999,0.00541176
E1916HMf,2019/5/1,0,0,1,0.00462963
E1916HMf,2019/6/1,0,0.09,0.91,0.00490196
E1916HMf,2019/7/1,0.99,0,0.00999999,0.00492102
E1916HMf,2019/8/1,0.33,0,0.67,0.00245915
E1916HMf,2019/9/1,0.89,0,0.11,0.00708459
E1916HVf,2018/5/1,0.59,0.41,2.98023e-08,0.00542561
E1916HVf,2018/6/1,0.41,0.22,0.37,0.00404187
E1916HVf,2018/7/1,0.15,0,0.85,0.0045737
E1916HVf,2018/8/1,0,0.1,0.9,0.00465104
E1916HVf,2018/9/1,0.01,0.78,0.21,0.00358167
E1916HVf,2018/10/1,0.87,0.11,0.02,0.00352489
E1916HVf,2018/11/1,0,0.64,0.36,0.00431872
E1916HVf,2018/12/1,0.47,0.52,0.00999999,0.00843703
E1916HVf,2019/1/1,0.18,0.81,0.00999999,0.00781481
E1916HVf,2019/2/1,0.96,0.04,2.23517e-08,0.00939296
E1916HVf,2019/3/1,0.08,0.12,0.8,0.00243981
E1916HVf,2019/4/1,0.33,0.66,0.00999993,0.00393946
E1916HVf,2019/5/1,0,0.06,0.94,0.00360443
E1916HVf,2019/6/1,0.22,0,0.78,0.00350773
E1916HVf,2019/7/1,0.45,0.19,0.36,0.00326348
E1916HVf,2019/8/1,0.14,0.75,0.11,0.00663808
E1916HVf,2019/9/1,0,0,1,0.00682773
E2014Hc,2018/5/1,0.45,0.54,0.00999999,0.0092647
E2014Hc,2018/6/1,0.99,0,0.00999999,0.00823529
E2014Hc,2018/7/1,0.11,0.37,0.52,0.00939542
E2014Hc,2018/8/1,0.01,0.85,0.14,0.0094848
E2014Hc,2018/9/1,0.99,0,0.00999999,0.0147181
E2014Hc,2018/10/1,0,0.99,0.00999999,0.0184271
E2014Hc,2018/11/1,0,0.99,0.00999999,0.0158463
E2014Hc,2018/12/1,0.99,0,0.00999999,0.0104938
E2014Hc,2019/1/1,0,0,1,0.0171569
E2014Hc,2019/2/1,0.07,0.03,0.9,0.00980337
E2014Hc,2019/3/1,0.03,0.66,0.31,0.00685773
E2014Hc,2019/4/1,0.49,0.5,0.00999999,0.00614165
E2014Hc,2019/5/1,0,0,1,0
E2014Hc,2019/6/1,0,0,1,0.00490197
E2014Hc,2019/7/1,0.48,0.44,0.08,0.00574512
E2014Hc,2019/8/1,0.99,0,0.00999999,0.00980392
E2014Hc,2019/9/1,0.99,0,0.00999999,7.35837e-05
E2014Hf,2018/5/1,0.99,0,0.00999999,0.00442912
E2014Hf,2018/6/1,0.21,0.01,0.78,0.00459276
E2014Hf,2018/7/1,0,0.52,0.48,0.00499287
E2014Hf,2018/8/1,0.99,0,0.00999999,0.00860765
E2014Hf,2018/9/1,0.99,0,0.00999999,0.00497989
E2014Hf,2018/10/1,0.16,0.83,0.0100001,0.00562479
E2014Hf,2018/11/1,0.56,0.09,0.35,0.00944706
E2014Hf,2018/12/1,0,0.99,0.00999999,0.00884314
E2014Hf,2019/1/1,0,0,1,0.00722398
E2014Hf,2019/2/1,0,0.99,0.00999999,6.40463e-05
E2014Hf,2019/3/1,0,0.04,0.96,0.00367647
E2014Hf,2019/4/1,0.7,0.3,0,0.00367647
E2014Hf,2019/5/1,0,0.99,0.00999999,7.76403e-05
E2014Hf,2019/6/1,0,0.99,0.00999999,0.00612745
E2014Hf,2019/7/1,0.99,0,0.00999999,0.00475775
E2014Hf,2019/8/1,0.99,0,0.00999999,0.00493873
E2014Hf,2019/9/1,0,0.99,0.00999999,0.00491247
E2016Hb,2018/5/1,0.63,0,0.37,0.00279149
E2016Hb,2018/6/1,0,0.12,0.88,0.00281541
E2016Hb,2018/7/1,0,0.61,0.39,0.0027653
E2016Hb,2018/8/1,0.04,0.3,0.66,0.00224165
E2016Hb,2018/9/1,0,0.99,0.00999999,0.00206018
E2016Hb,2018/10/1,0.2,0.28,0.52,0.0018049
E2016Hb,2018/11/1,0.83,0.17,1.49012e-08,0.00283707
E2016Hb,2018/12/1,0.23,0,0.77,0.00212912
E2016Hb,2019/1/1,0.83,0.17,1.49012e-08,0.00791659
E2016Hb,2019/2/1,0.46,0,0.54,0.00771003
E2016Hb,2019/3/1,0,0.11,0.89,0.00160976
E2016Hb,2019/4/1,0.16,0.6,0.24,0.00147852
E2016Hb,2019/5/1,0.13,0.35,0.52,0.001583
E2016Hb,2019/6/1,0,0.28,0.72,0.00153338
E2016Hb,2019/7/1,0.83,0,0.17,0.00180837
E2016Hb,2019/8/1,0,0.1,0.9,0.00246206
E2016Hb,2019/9/1,0.23,0.14,0.63,0.00210035
E2016HM,2018/5/1,0.12,0.09,0.79,0.00583076
E2016HM,2018/6/1,0.25,0.6,0.15,0.00547969
E2016HM,2018/7/1,0,0.48,0.52,0.00684748
E2016HM,2018/8/1,0,0.99,0.00999999,0.00589611
E2016HM,2018/9/1,0.42,0.44,0.14,0.00440439
E2016HM,2018/10/1,0,0.77,0.23,0.0076625
E2016HM,2018/11/1,0.47,0.46,0.07,0.00519669
E2016HM,2018/12/1,0.12,0.27,0.61,0.00553575
E2016HM,2019/1/1,0.42,0.29,0.29,0.00696061
E2016HM,2019/2/1,0.52,0.39,0.09,0.00980395
E2016HM,2019/3/1,0,0,1,0.00453385
E2016HM,2019/4/1,0,0.99,0.00999999,0.00388521
E2016HM,2019/5/1,0.83,0.17,1.49012e-08,0.00389543
E2016HM,2019/6/1,0.05,0,0.95,0.00283862
E2016HM,2019/7/1,0,0.03,0.97,0.00284344
E2016HM,2019/8/1,0.77,0.23,1.49012e-08,0.00238225
E2016HM,2019/9/1,0.59,0,0.41,0.00288924
E2016HVf,2018/5/1,0.17,0.48,0.35,0.00341473
E2016HVf,2018/6/1,0.52,0.01,0.47,0.00393115
E2016HVf,2018/7/1,0.18,0.35,0.47,0.00225728
E2016HVf,2018/8/1,0.18,0.4,0.42,0.00288069
E2016HVf,2018/9/1,0.04,0.41,0.55,0.00249282
E2016HVf,2018/10/1,0.7,0.19,0.11,0.00295613
E2016HVf,2018/11/1,0.11,0,0.89,0.0027486
E2016HVf,2018/12/1,0,0.93,0.07,0.00246401
E2016HVf,2019/1/1,0.65,0.35,2.98023e-08,0.00626211
E2016HVf,2019/2/1,0,0,1,0.00710839
E2016HVf,2019/3/1,0,0.11,0.89,0.00219706
E2016HVf,2019/4/1,0.16,0.52,0.32,0.00121123
E2016HVf,2019/5/1,0.77,0.06,0.17,0.00147179
E2016HVf,2019/6/1,0,0.33,0.67,0.00175446
E2016HVf,2019/7/1,0,0,1,0.00162778
E2016HVf,2019/8/1,0.99,0,0.00999999,0.00258296
E2016HVf,2019/9/1,0.39,0,0.61,0.00262427
E2016t,2018/5/1,0.88,0,0.12,0.00555617
E2016t,2018/6/1,0.78,0.22,2.98023e-08,0.00586536
E2016t,2018/7/1,0.41,0,0.59,0.00621365
E2016t,2018/8/1,0.16,0.48,0.36,0.0050378
E2016t,2018/9/1,0,0.5,0.5,0.00599766
E2016t,2018/10/1,0,0.98,0.02,0.00580178
E2016t,2018/11/1,0,0,1,0.00743374
E2016t,2018/12/1,0.12,0.68,0.2,0.00541083
E2016t,2019/1/1,0,0.99,0.00999999,0.00865371
E2016t,2019/2/1,0.63,0.22,0.15,0.00945826
E2016t,2019/3/1,0.01,0.11,0.88,0.00563808
E2016t,2019/4/1,0.11,0.45,0.44,0.00370763
E2016t,2019/5/1,0.36,0.37,0.27,0.00354374
E2016t,2019/6/1,0.05,0.15,0.8,0.00309819
E2016t,2019/7/1,0,0.06,0.94,0.00261839
E2016t,2019/8/1,0.52,0,0.48,0.0032643
E2016t,2019/9/1,0.42,0.58,5.96046e-08,0.00372237
E2210c,2018/5/1,0.09,0.66,0.25,0.0119865
E2210c,2018/6/1,0,0,1,0.0159463
E2210c,2018/7/1,0,0.99,0.00999999,0.0154834
E2210c,2018/8/1,0.99,0,0.00999999,0.000159463
E2210c,2018/9/1,0.94,0,0.06,0.012535
E2210c,2018/10/1,0,0,1,0
E2210c,2018/11/1,0,0,1,0
E2210c,2018/12/1,0,0,1,0
E2210c,2019/1/1,0,0,1,0
E2210c,2019/2/1,0,0,1,0
E2210c,2019/3/1,0.48,0.24,0.28,0.00747543
E2210c,2019/4/1,0.35,0.09,0.56,0.00783541
E2210c,2019/5/1,0,0,1,0.00931373
E2210c,2019/6/1,0.99,0,0.00999999,7.8354e-05
E2210c,2019/7/1,0.99,0,0.00999999,0.0015049
E2210c,2019/8/1,0.99,0,0.00999999,0.00736523
E2210c,2019/9/1,0,0.99,0.00999999,8.06839e-05
E2214Hb,2018/5/1,0.36,0,0.64,0.0073784
E2214Hb,2018/6/1,0.2,0,0.8,0.0122549
E2214Hb,2018/7/1,0.59,0.4,0.01,0.00980882
E2214Hb,2018/8/1,0,0.56,0.44,0.00877125
E2214Hb,2018/9/1,0.17,0,0.83,0.0114412
E2214Hb,2018/10/1,0,0,1,0.0163399
E2214Hb,2018/11/1,0.99,0,0.00999999,0.01325
E2214Hb,2018/12/1,0,0.9,0.1,0.00915033
E2214Hb,2019/1/1,0.35,0,0.65,0.0114379
E2214Hb,2019/2/1,0,0,1,0.00882353
E2214Hb,2019/3/1,0,0.4,0.6,0.00688726
E2214Hb,2019/4/1,0,0.33,0.67,0.00463235
E2214Hb,2019/5/1,0.99,0,0.00999999,0.00574143
E2214Hb,2019/6/1,0,0,1,0.00653595
E2214Hb,2019/7/1,0.18,0.78,0.04,0.00678947
E2214Hb,2019/8/1,0,0.5,0.5,0.00245098
E2214Hb,2019/9/1,0.99,0,0.00999999,0.00495163
E2215HVf,2018/5/1,0.28,0.71,0.0100001,0.00815704
E2215HVf,2018/6/1,0,0.1,0.9,0.00617944
E2215HVf,2018/7/1,0,0,1,0.00816993
E2215HVf,2018/8/1,0,0.99,0.00999999,0.00492647
E2215HVf,2018/9/1,0.87,0.04,0.09,0.00590677
E2215HVf,2018/10/1,0.99,0,0.00999999,0.00412582
E2215HVf,2018/11/1,0,0,1,0
E2215HVf,2018/12/1,0,0.99,0.00999999,0.000102569
E2215HVf,2019/1/1,0.48,0,0.52,0.00758826
E2215HVf,2019/2/1,0,0.09,0.91,0.00953808
E2215HVf,2019/3/1,0.7,0.3,0,6.00729e-20
E2215HVf,2019/4/1,0.99,0,0.00999999,9.53807e-05
E2215HVf,2019/5/1,0,0.99,0.00999999,0.00566721
E2215HVf,2019/6/1,0.32,0.04,0.64,0.00601035
E2215HVf,2019/7/1,0.7,0.3,0,6.00729e-20
E2215HVf,2019/8/1,0.99,0,0.00999999,7.22397e-05
E2215HVf,2019/9/1,0.49,0.5,0.00999999,0.00495946
E2216Hf,2018/5/1,0.25,0,0.75,0.0040556
E2216Hf,2018/6/1,0.2,0.79,0.00999999,0.00356997
E2216Hf,2018/7/1,0.42,0.51,0.0700001,0.00308646
E2216Hf,2018/8/1,0.26,0,0.74,0.0030769
E2216Hf,2018/9/1,0.3,0.23,0.47,0.00302022
E2216Hf,2018/10/1,0.57,0.25,0.18,0.00263522
E2216Hf,2018/11/1,0.36,0.41,0.23,0.00311333
E2216Hf,2018/12/1,0.47,0.09,0.44,0.00317179
E2216Hf,2019/1/1,0.99,0,0.00999999,0.00666493
E2216Hf,2019/2/1,0.75,0,0.25,0.00667517
E2216Hf,2019/3/1,0,0.1,0.9,0.00194154
E2216Hf,2019/4/1,0.1,0.55,0.35,0.00143481
E2216Hf,2019/5/1,0,0.2,0.8,0.0020121
E2216Hf,2019/6/1,0,0.61,0.39,0.0025386
E2216Hf,2019/7/1,0.15,0,0.85,0.00272203
E2216Hf,2019/8/1,0,0,1,0.00263512
E2216Hf,2019/9/1,0.07,0.11,0.82,0.00204501
E2216HVf,2018/5/1,0.57,0.14,0.29,0.00377872
E2216HVf,2018/6/1,0.23,0,0.77,0.00340169
E2216HVf,2018/7/1,0.24,0.56,0.2,0.00301969
E2216HVf,2018/8/1,0.58,0,0.42,0.00244186
E2216HVf,2018/9/1,0.07,0,0.93,0.00243676
E2216HVf,2018/10/1,0.26,0.31,0.43,0.00219678
E2216HVf,2018/11/1,0,0.92,0.08,0.00275614
E2216HVf,2018/12/1,0.44,0,0.56,0.00243279
E2216HVf,2019/1/1,0.54,0,0.46,0.00825016
E2216HVf,2019/2/1,0,0.99,0.00999999,0.00804841
E2216HVf,2019/3/1,0.04,0,0.96,0.00172972
E2216HVf,2019/4/1,0.1,0.78,0.12,0.00147158
E2216HVf,2019/5/1,0.59,0.06,0.35,0.00215792
E2216HVf,2019/6/1,0.18,0.4,0.42,0.00164095
E2216HVf,2019/7/1,0.27,0.42,0.31,0.0017655
E2216HVf,2019/8/1,0,0.17,0.83,0.00206616
E2216HVf,2019/9/1,0.22,0.12,0.66,0.00204938
E2218HNf,2018/5/1,0.99,0,0.00999999,0.00555147
E2218HNf,2018/6/1,0,0,1,0.00910363
E2218HNf,2018/7/1,0,0.99,0.00999999,0.00688113
E2218HNf,2018/8/1,0.53,0.46,0.01,0.00689008
E2218HNf,2018/9/1,0.25,0,0.75,0.00652574
E2218HNf,2018/10/1,0,0.91,0.09,0.00647605
E2218HNf,2018/11/1,0.28,0.06,0.66,0.00754802
E2218HNf,2018/12/1,0,0.37,0.63,0.00767081
E2218HNf,2019/1/1,0,0.56,0.44,0.00877832
E2218HNf,2019/2/1,0,0.1,0.9,0.00812325
E2218HNf,2019/3/1,0.2,0,0.8,0.0043322
E2218HNf,2019/4/1,0,0.44,0.56,0.00395017
E2218HNf,2019/5/1,0,0.63,0.37,0.00368138
E2218HNf,2019/6/1,0,0.61,0.39,0.00295035
E2218HNf,2019/7/1,0,0,1,0.00292756
E2218HNf,2019/8/1,0,0.7,0.3,0.00409651
E2218HNf,2019/9/1,0,0.5,0.5,0.00503814
E2219HNo,2018/5/1,0.04,0.47,0.49,0.00428922
E2219HNo,2018/6/1,0,0.45,0.55,0.00853758
E2219HNo,2018/7/1,0.31,0,0.69,0.00598746
E2219HNo,2018/8/1,0,0.99,0.00999999,0.00631975
E2219HNo,2018/9/1,0.99,0,0.00999999,0.00636988
E2219HNo,2018/10/1,0,0.51,0.49,0.00859028
E2219HNo,2018/11/1,0.74,0.01,0.25,0.00663024
E2219HNo,2018/12/1,0,0.29,0.71,0.00605463
E2219HNo,2019/1/1,0.73,0.18,0.09,0.00756667
E2219HNo,2019/2/1,0.46,0.53,0.00999999,0.00914934
E2219HNo,2019/3/1,0,0,1,0.00389553
E2219HNo,2019/4/1,0.08,0.09,0.83,0.00464801
E2219HNo,2019/5/1,0.17,0,0.83,0.00272841
E2219HNo,2019/6/1,0,0.98,0.02,0.00190554
