frequency,fdate,Model,WXID
2,2019/7,P2416Db,719875
2,2019/1,U2518Dt,725600
2,2019/1,U2518Dt,728299
2,2019/2,U2518Dt,733286
2,2019/2,SE2717Hc,735951
4,2019/3,P2418HTt,738459
3,2019/3,U2518Dt,741140
1,2019/7,U2718Qb,771412
2,2019/9,U2718Qb,771412
3,2019/7,U2718Qb,771480
3,2019/7,S2719DGFc,773867
6,2019/7,U2417Ht,773901
4,2019/7,U2417Ht,773918
5,2019/7,U2417Ht,774020
1,2019/7,U2718Qb,776658
2,2019/8,U2718Qb,776658
1,2019/8,U2417Ht,776692
1,2019/7,U2417Ht,776692
1,2019/7,U2417Ht,776726
1,2019/7,U2417Ht,776743
3,2019/8,U2417Ht,776743
4,2019/8,U2417Ht,779500
3,2019/8,U2417Ht,779534
3,2019/8,U2417Ht,781874
6,2019/8,U2417Ht,781891
6,2019/8,E2216HVf,784516
3,2019/8,P2217Hb,784533
4,2019/8,U2417Ht,784665
3,2019/9,U2718Qb,787256
4,2019/9,U2417Ht,787290
3,2019/9,U2417Ht,787354
3,2019/9,U2417Ht,787371
2,2019/9,E2216HVf,787405
3,2019/9,U2417Ht,790396
3,2019/2,U2417Ht,689520
3,2019/9,U2417Ht,711648
2,2019/6,U2718Qb,722629
5,2019/1,U2417Ht,725552
3,2019/1,U2718Qb,725620
4,2019/1,U2417Ht,725637
4,2019/1,U2718Qb,725654
2,2019/1,U2417Ht,728326
3,2019/1,U2417Ht,728462
5,2019/1,E2216HVf,731185
2,2019/1,E2216HVf,731236
3,2019/2,U2417Ht,733359
4,2019/2,U2417Ht,733393
4,2019/1,E2316Hf,727063
3,2019/1,E2316Hf,730237
4,2019/2,E2417Hb,732786
1,2019/1,E2417Hb,732786
3,2019/3,E2417Hb,743146
2,2019/3,E2417Hb,743339
2,2019/3,E2417Hb,743341
4,2019/4,U2515Hc,746590
2,2019/4,S2419Hc,746747
7,2019/4,S2318Mc,749621
2,2019/4,E2316Hf,752070
1,2019/5,E2316Hf,752070
3,2019/5,S2419Hc,753835
2,2019/5,E2417Hb,756243
4,2019/5,E2417Hb,756307
5,2019/6,E2417Hb,765033
3,2019/7,E2417Hb,772821
4,2019/7,E2316Hf,772919
5,2019/4,E2417Hb,748762
5,2019/4,U2515Hc,748764
2,2019/5,S2318Mc,753108
5,2019/5,E2417Hb,753206
3,2019/7,E1715Sc,775245
5,2019/6,E2417Hb,760453
3,2019/6,E2316Hf,760530
5,2019/6,E2417Hb,760560
4,2019/6,E2316Hf,763295
4,2019/7,E2417Hb,768811
3,2019/7,E2316Hf,773998
2,2019/7,E2417Hb,776606
3,2019/8,E2417Hb,776606
1,2019/7,E2316Hf,776763
1,2019/8,E2316Hf,776763
4,2019/8,E2417Hb,784587
3,2019/9,E2417Hb,784660
3,2019/8,E2417Hb,784660
3,2019/9,E2316Hf,787359
4,2019/6,U2717Dt,764931
3,2019/7,U2717Dt,772928
3,2019/8,U2717Dt,781386
2,2019/8,U2717Dt,783858
2,2019/1,U2717Dt,729871
3,2019/1,U2717Dt,729878
1,2019/2,E2417Hb,732645
3,2019/1,E2417Hb,732645
2,2019/2,U2717Dt,735494
4,2019/4,P2414Hb,746490
5,2019/4,U2717Dt,751134
2,2019/5,SE2219Hf,753142
5,2019/5,P2217Hb,755516
3,2019/5,E2417Hb,755580
3,2019/7,P2317Hb,768911
2,2019/7,U2717Dt,773855
5,2019/7,U2414Hb,776629
2,2019/7,S2718Dt,776699
3,2019/8,S2718Dt,776699
4,2019/8,SE2219Hf,781886
3,2019/1,S2718Dt,725664
2,2019/1,U2717Dt,728372
3,2019/1,U2414Hb,731114
2,2019/1,U2717Dt,731171
4,2019/1,P2217Hb,731207
2,2019/2,S2718Dt,736094
6,2019/2,P2414Hb,736096
6,2019/3,P2317Hb,738425
2,2019/3,U2717Dt,741267
4,2019/3,U2414Hb,743941
3,2019/4,E2417Hb,749321
6,2019/4,U2717Dt,751636
2,2019/4,U2414Hb,751672
3,2019/5,U2717Dt,753708
6,2019/5,U2717Dt,755337
5,2019/5,U2717Dt,755437
2,2019/2,U2414Hb,733423
1,2019/2,U2414Hb,735916
2,2019/9,U2414Hb,735916
2,2019/2,U2718Qb,735950
2,2019/2,U2718Qb,735963
4,2019/2,U2417Ht,735980
4,2019/2,P2217Hb,736082
1,2019/3,U2419HSt,738371
1,2019/4,U2419HSt,738371
3,2019/3,U2417Ht,738388
2,2019/3,U2417Ht,741064
2,2019/3,U2417Ht,741077
4,2019/3,U2417Ht,741094
2,2019/3,U2718Qb,741111
6,2019/3,U2417Ht,743953
2,2019/3,U2417Ht,743970
2,2019/4,U2417Ht,743970
1,2019/3,U2718Qb,743987
2,2019/6,U2718Qb,743987
2,2019/3,U2414Hb,744004
2,2019/6,U2414Hb,744004
1,2019/3,U2419HSt,744038
1,2019/4,U2419HSt,744038
2,2019/3,U2417Ht,744055
3,2019/4,U2417Ht,746259
5,2019/4,U2417Ht,746327
4,2019/4,SE2416HMc,746361
3,2019/4,U2417Ht,746412
4,2019/4,U2417Ht,749186
5,2019/4,U2417Ht,749233
6,2019/4,U2417Ht,749369
2,2019/5,S2719DGFc,753628
4,2019/5,U2417Ht,753696
2,2019/5,U2417Ht,753747
5,2019/5,U2417Ht,755300
2,2019/5,U2417Ht,755419
4,2019/5,U2417Ht,755487
2,2019/4,U2414Hb,752048
1,2019/5,U2414Hb,752048
6,2019/4,U2417Ht,752055
4,2019/4,P2217Hb,752073
2,2019/5,P2217Hb,752073
5,2019/4,U2718Qb,752112
2,2019/5,S2719HSt,757806
2,2019/7,U2718QMb,760448
2,2019/6,U2718QMb,760448
3,2019/7,S2719HSt,773854
5,2019/8,P2418Dc,779517
5,2019/8,P2418Dc,784631
3,2019/1,P2418Dc,725586
3,2019/3,S2719HSt,738405
4,2019/3,U2718QMb,738473
3,2019/3,P2418Dc,741264
2,2019/7,P2416Db,746293
1,2019/4,P2416Db,746293
4,2019/5,U2718QMb,755470
6,2019/7,P2418Dc,774118
2,2019/7,S2719DMt,776377
2,2019/8,S2719HSt,784380
2,2019/1,P2418Dc,727258
1,2019/2,S2719DMt,729296
1,2019/1,S2719DMt,729296
3,2019/1,E2216HVf,732087
2,2019/3,S2719HSt,737116
4,2019/4,SE2216Hf,750722
4,2019/4,P2416Db,750871
4,2019/6,U2718QMb,760299
4,2019/6,P2418Dc,760333
4,2019/7,P2418Dc,773684
3,2019/7,U2718QMb,773735
2,2019/8,U2718QMb,776560
2,2019/1,U2718QMb,729059
3,2019/3,S2719HSt,736940
2,2019/4,S2719HSt,747375
4,2019/4,P2416Db,750001
4,2019/5,P2418Dc,758914
2,2019/7,S2719HSt,773154
2,2019/8,S2719DMt,778638
5,2019/8,U2718QMb,781178
3,2019/8,P2418Dc,781203
4,2019/1,P2416Db,727387
2,2019/3,P2418Dc,737522
1,2019/4,P2418Dc,746146
4,2019/4,P2418Dc,751605
2,2019/2,S2716DGb,733456
2,2019/1,AW2518Hb,727764
3,2019/3,SE2218HV,744052
2,2019/4,SE2218HV,746343
2,2019/4,SE2218HV,746345
2,2019/4,SE2218HV,749266
3,2019/4,SE2218HV,751623
1,2019/4,SE2218HV,751759
1,2019/5,SE2218HV,751759
1,2019/4,SE2218HV,751774
1,2019/5,SE2218HV,751774
1,2019/5,SE2218HV,751776
1,2019/4,SE2218HV,751776
2,2019/5,SE2218HV,753682
4,2019/5,SE2218HV,755318
6,2019/5,SE2218HV,755418
4,2019/5,SE2218HV,755420
3,2019/6,SE2218HV,763893
2,2019/6,SE2218HV,766516
2,2019/6,SE2218HV,766616
4,2019/7,SP2318Hb,769022
4,2019/7,SE2218HV,774087
2,2019/7,SE2218HV,774138
2,2019/7,SE2218HV,774153
3,2019/7,SP2318Hb,776276
2,2019/7,SE2218HV,776310
5,2019/8,SP2318Hb,778933
2,2019/8,SE2218HV,781741
2,2019/8,SE2218HV,784349
1,2019/5,SE2218HV,751805
2,2019/5,SE2218HV,753741
5,2019/5,SE2218HV,755306
4,2019/5,SE2218HV,755388
2,2019/6,SE2218HV,766552
2,2019/7,SE2218HV,769117
2,2019/7,SE2218HV,774172
2,2019/7,SE2218HV,774183
2,2019/8,S2419HMt,781728
2,2019/8,SE2218HV,781735
2,2019/8,SE2218HV,784411
1,2019/8,AW2518Hb,719224
3,2019/1,SE2218HV,727519
2,2019/1,S2716DGb,727562
2,2019/5,S2716DGb,727562
2,2019/1,S2419HMt,727648
2,2019/1,SE2218HV,729784
1,2019/2,SE2218HV,732735
1,2019/1,SE2218HV,732735
1,2019/2,SE2218HV,732753
1,2019/1,SE2218HV,732753
4,2019/4,U2718Qb,752180
2,2019/5,U2718Qb,753859
3,2019/5,U2414Hb,753970
2,2019/5,U2718Qb,756281
1,2019/7,U2718Qb,756281
4,2019/5,U2417Ht,756349
1,2019/5,E2216HVf,759332
4,2019/5,U2417Ht,759382
1,2019/6,U2718Qb,762301
1,2019/7,U2718Qb,762301
5,2019/6,U2417Ht,764973
4,2019/6,U2417Ht,764998
4,2019/6,U2417Ht,765016
1,2019/6,U2417Ht,767913
1,2019/7,U2417Ht,767913
1,2019/6,S2719DGFc,767963
2,2019/7,S2719DGFc,767963
1,2019/6,U2417Ht,767967
1,2019/7,U2417Ht,767967
7,2019/7,U2417Ht,770614
2,2019/7,S2719DGFc,770657
6,2019/7,U2417Ht,772836
2,2019/7,U2417Ht,772847
6,2019/7,U2417Ht,772911
1,2019/7,U2718Qb,772929
3,2019/7,U2718Qb,772954
2,2019/7,U2419HSt,775626
4,2019/8,U2718Qb,778166
2,2019/5,E2016HVf,756316
3,2019/8,U2718Qb,778234
2,2019/8,U2718Qb,778259
2,2019/9,U2718Qb,778259
3,2019/8,U2417Ht,778320
3,2019/8,U2718Qb,781310
4,2019/8,U2417Ht,781328
3,2019/8,U2417Ht,781392
2,2019/8,U2718Qb,783782
3,2019/8,U2718Qb,783875
2,2019/8,U2419HSt,783943
3,2019/9,U2419HSt,786765
5,2019/9,U2417Ht,789623
4,2019/9,U2414Hb,789684
2,2019/5,P2418Dc,758382
3,2019/5,S2719HSt,758396
5,2019/6,P2416Db,763544
5,2019/6,P2418Dc,766016
2,2019/7,P2418Dc,772704
2,2019/8,S2719HSt,778127
3,2019/8,P2418Dc,780924
2,2019/8,U2718QMb,780992
2,2019/9,S2719DMt,784161
2,2019/8,S2719DMt,784161
1,2019/1,U3818DWb,714969
4,2019/2,P2418Dc,734782
2,2019/2,P2418Dc,734875
4,2019/4,P2418Dc,745921
5,2019/4,U3818DWb,748822
5,2019/4,P2418Dc,748847
4,2019/5,P2418Dc,753434
2,2019/5,S2719HSt,753541
2,2019/6,S2719HSt,764348
4,2019/7,U2718QMb,769292
5,2019/7,P2418Dc,771707
3,2019/7,U2718QMb,774533
2,2019/8,S2719DMt,777230
2,2019/8,U3818DWb,777234
2,2019/9,U3818DWb,777234
2,2019/3,U2718QMb,740616
5,2019/4,P2418Dc,749597
4,2019/5,P2416Db,753809
4,2019/5,P2418Dc,753945
3,2019/5,S2719HSt,756192
2,2019/5,S2719HSt,759293
2,2019/5,S2719HSt,759357
2,2019/6,U2718QMb,762208
1,2019/7,U2718QMb,762208
1,2019/3,U2718QMb,744006
1,2019/6,U2718QMb,744006
3,2019/4,P2719HCt,749379
2,2019/8,P2719HCt,749379
3,2019/4,P2418Dc,751719
2,2019/5,S2719HSt,753634
5,2019/7,U2718QMb,771900
2,2019/2,SE2218HV,735343
2,2019/3,SE2218HV,738008
2,2019/3,SE2218HV,738015
2,2019/3,SE2218HV,738033
4,2019/3,SP2318Hb,738101
3,2019/3,S2716DGb,740891
3,2019/8,S2716DGb,740891
2,2019/3,SE2218HV,741041
4,2019/4,SE2218HV,748622
5,2019/4,SE2218HV,751112
5,2019/4,SE2218HV,751201
6,2019/4,SP2318Hb,751244
1,2019/5,S2718Hc,757646
5,2019/5,SE2218HV,757685
2,2019/5,SE2218HV,757778
1,2019/5,SE2218HV,757803
5,2019/6,SE2218HV,763419
2,2019/6,SE2218HV,766334
4,2019/7,SE2218HV,768810
2,2019/7,SE2218HV,771368
4,2019/7,SE2218HV,773915
2,2019/7,SE2218HV,773972
4,2019/8,SE2218HV,779531
4,2019/8,SE2218HV,784536
5,2019/9,SE2218HV,787276
4,2019/9,SE2218HV,787394
4,2019/9,SE2218HV,787419
2,2019/1,SE2218HV,728791
1,2019/2,S2716DGb,736672
3,2019/8,S2716DGb,736672
2,2019/2,SE2218HV,736786
4,2019/3,SP2318Hb,739480
1,2019/3,S2719DCt,742202
1,2019/4,S2719DCt,742202
2,2019/4,SE2218HV,747014
5,2019/4,SP2318Hb,747100
3,2019/4,SE2218HV,749890
3,2019/4,SE2218HV,749908
5,2019/9,U2417Ht,789691
2,2019/9,U2417Ht,789709
2,2019/8,U2417Ht,665165
2,2019/1,U2417Ht,665283
1,2019/3,U2414Hb,701826
2,2019/8,S2817Qt,706638
2,2019/6,U2414Hb,717284
4,2019/1,U2417Ht,725558
1,2019/5,U2718Qb,725583
1,2019/1,U2718Qb,725583
5,2019/1,U2417Ht,725647
4,2019/1,E2216HVf,725690
3,2019/1,U2417Ht,725708
1,2019/4,E2016HVf,751189
2,2019/1,U2417Ht,728341
5,2019/1,U2417Ht,731124
3,2019/1,U2417Ht,731131
3,2019/1,U2718Qb,731149
1,2019/4,E2016HVf,746501
1,2019/5,E2016HVf,746501
1,2019/2,AW3418HWb,733328
2,2019/2,U2417Ht,733378
3,2019/2,U2718Qb,733403
3,2019/2,U2718Qb,735961
2,2019/2,U2417Ht,735986
3,2019/4,U2417Ht,735986
7,2019/2,U2417Ht,736004
2,2019/3,U2417Ht,738326
3,2019/3,U2718Qb,738394
2,2019/3,U2417Ht,741066
2,2019/3,U2417Ht,741084
1,2019/3,U2417Ht,741202
1,2019/3,U2417Ht,741241
2,2019/4,U2417Ht,741241
3,2019/3,U2417Ht,743942
1,2019/3,U2417Ht,743981
3,2019/4,U2417Ht,743981
2,2019/3,U2417Ht,744024
3,2019/3,U2417Ht,744031
5,2019/4,U2417Ht,749815
3,2019/4,S2719DGFc,751837
2,2019/4,U2414Hb,751862
2,2019/6,U2414Hb,751862
5,2019/4,U2417Ht,751905
5,2019/4,U2417Ht,751930
3,2019/5,S2719DGFc,754552
3,2019/8,P2417Hb,783864
1,2019/8,D2720DSt,783932
3,2019/3,S2316Mc,736883
5,2019/3,S2316Mc,736885
2,2019/3,SE2419Hf,742350
5,2019/4,P2417Hb,747430
2,2019/5,SE2419Hf,756690
2,2019/5,SE2416HMc,758877
3,2019/6,S2316Mc,761821
2,2019/6,SE2419Hf,764744
6,2019/6,S2316Mc,764827
5,2019/6,SE2416HMc,764878
5,2019/8,SE2416HMc,778582
4,2019/8,P2417Hb,778597
3,2019/9,S2316Mc,786572
5,2019/2,S2316Mc,736064
2,2019/3,SE2416HMc,744071
5,2019/4,S2316Mc,746358
3,2019/4,P2417Hb,746360
5,2019/4,P2417Hb,751725
3,2019/8,S2316Mc,779018
4,2019/8,SE2416HMc,781641
2,2019/8,P2417Hb,726087
1,2019/1,P2417Hb,726087
4,2019/1,SE2416HMc,728761
1,2019/9,E2215HVf,764814
2,2019/1,SE2419Hf,729916
2,2019/1,SE2419Hf,729950
2,2019/2,SE2416HMc,735432
4,2019/2,P2417Hb,735479
5,2019/4,SE2416HMc,748749
4,2019/4,SE2416HMc,748783
3,2019/5,SE2416HMc,753029
5,2019/5,SE2419Hf,755552
5,2019/5,SE2416HMc,755635
2,2019/9,E2316Hf,787361
4,2019/9,E2417Hb,787368
3,2019/9,E2417Hb,787395
3,2019/1,U2515Hc,719848
4,2019/1,S2318Mc,731173
2,2019/3,S2419Hc,741074
3,2019/3,S2319Hc,741076
3,2019/4,E2316Hf,751627
8,2019/7,E2316Hf,771926
2,2019/1,U2515Hc,724564
3,2019/1,E2316Hf,729378
4,2019/1,E2417Hb,732109
2,2019/3,S2419Hc,742603
2,2019/4,U2515Hc,745311
5,2019/4,E2417Hb,747985
5,2019/4,S2419Hc,750736
3,2019/5,U2515Hc,757309
5,2019/5,E2316Hf,757379
5,2019/5,S2318Mc,757443
2,2019/5,E2417Hb,757445
1,2019/6,E2316Hf,760253
2,2019/5,E2316Hf,760253
4,2019/6,U2515Hc,763068
5,2019/6,U2515Hc,765810
1,2019/2,U2515Hc,732573
1,2019/1,U2515Hc,732573
4,2019/3,E2417Hb,741010
2,2019/3,E2417Hb,743905
5,2019/4,E2417Hb,751208
3,2019/5,S2419Hc,757758
3,2019/6,E2417Hb,760615
2,2019/7,U2515Hc,768939
4,2019/7,S2319Hc,768954
4,2019/7,S2318Mc,773919
2,2019/8,E2417Hb,776608
2,2019/7,E2417Hb,776608
1,2019/8,E2417Hb,776678
1,2019/7,E2417Hb,776678
3,2019/8,U2515Hc,779486
3,2019/5,P2317Hb,755480
4,2019/6,U2414Hb,763802
5,2019/6,U2717Dt,763897
6,2019/6,U2717Dt,763902
2,2019/6,U2717Dt,766512
2,2019/7,SE2219Hf,769011
3,2019/8,U2414Hb,778880
4,2019/8,P2414Hb,778937
3,2019/9,U2414Hb,787168
2,2019/1,U2717Dt,727236
4,2019/1,U2414Hb,732107
2,2019/2,U2717Dt,734724
3,2019/3,P2317Hb,737032
4,2019/3,P2414Hb,742705
3,2019/3,P2317Hb,742712
2,2019/2,U2717Dt,732622
1,2019/1,U2717Dt,732622
3,2019/3,U2717Dt,738104
4,2019/3,P2417Hb,740897
3,2019/3,SE2219Hf,741046
3,2019/3,E2417Hb,743854
1,2019/4,S2718Dt,746526
5,2019/5,P2414Hb,755535
4,2019/5,U2414Hb,757673
3,2019/5,E2417Hb,757743
2,2019/6,SE2219Hf,766333
6,2019/7,U2717Dt,768920
4,2019/7,P2317Hb,771477
1,2019/7,E2417Hb,776644
3,2019/8,E2417Hb,776644
3,2019/1,U2717Dt,729129
2,2019/2,U2717Dt,734309
2,2019/3,U2717Dt,740025
5,2019/4,P2414Hb,747513
2,2019/5,SE2219Hf,758960
5,2019/6,U2717Dt,761687
5,2019/8,P2317Hb,778514
3,2019/5,U2417Ht,754627
2,2019/2,E2016HVf,733697
3,2019/6,E2016HVf,766711
1,2019/4,E2016HVf,748633
1,2019/1,E2016HVf,723604
2,2019/5,S2719DGFc,757839
3,2019/6,U2419HSt,761179
3,2019/6,U2414Hb,761240
6,2019/6,U2417Ht,761265
3,2019/6,E2216HVf,761290
4,2019/6,U2417Ht,764180
6,2019/6,U2417Ht,764205
1,2019/6,U2417Ht,764248
3,2019/6,U2417Ht,767063
1,2019/7,U2417Ht,767063
3,2019/6,U2417Ht,767081
4,2019/6,E2216HVf,767131
6,2019/6,U2417Ht,767170
4,2019/7,U2718Qb,769553
6,2019/7,U2417Ht,769603
2,2019/4,E2016HVf,747403
1,2019/3,E2016HVf,740572
6,2019/4,E2016HVf,749710
2,2019/7,U2718Qb,772143
4,2019/7,U2417Ht,774926
5,2019/7,U2417Ht,774994
4,2019/7,U2718Qb,775019
3,2019/8,U2718Qb,777759
2,2019/8,U2718Qb,777884
5,2019/8,U2718Qb,783239
2,2019/8,U2718Qb,783389
3,2019/8,U2419HSt,783414
2,2019/9,U2417Ht,786183
2,2019/9,U2417Ht,786247
2,2019/9,U2417Ht,786315
4,2019/9,U2417Ht,788912
5,2019/9,U2718Qb,788941
4,2019/6,SE2416HMc,760415
5,2019/6,P2417Hb,760481
5,2019/7,P1917Sc,768803
4,2019/7,SE2416HMc,773985
4,2019/7,P2417Hb,674162
3,2019/2,SE2416HMc,734345
2,2019/3,SE2419Hf,736968
3,2019/3,SE2416HMc,742348
4,2019/4,SE2416HMc,745075
3,2019/4,P2417Hb,745192
4,2019/4,S2316Mc,747462
6,2019/4,P1917Sc,747464
3,2019/5,SE2416HMc,758996
5,2019/6,SE2416HMc,761804
6,2019/6,S2316Mc,764859
3,2019/1,P2417Hb,726155
3,2019/1,S2316Mc,726270
6,2019/1,S2316Mc,728980
4,2019/2,S2316Mc,734830
6,2019/2,P2417Hb,734930
6,2019/6,P2417Hb,761468
2,2019/6,SE2419Hf,764374
3,2019/6,P2417Hb,766697
2,2019/6,SE2419Hf,766767
2,2019/7,SE2419Hf,774570
4,2019/8,SE2416HMc,783009
3,2019/8,P2417Hb,783045
2,2019/8,SE2416HMc,783079
2,2019/9,SE2419Hf,788710
2,2019/1,S2316Mc,730216
2,2019/2,P2417Hb,735145
3,2019/3,S2316Mc,740512
2,2019/8,E2316Hf,781858
2,2019/8,E2417Hb,781973
5,2019/4,E2417Hb,745175
3,2019/5,E2417Hb,754165
2,2019/5,S2319Hc,756571
2,2019/5,S2318Mc,758879
3,2019/5,E2316Hf,759060
1,2019/6,U2515Hc,767803
2,2019/7,U2515Hc,767803
3,2019/7,E2417Hb,770375
4,2019/7,E2417Hb,773285
3,2019/7,E2417Hb,775791
3,2019/7,E2316Hf,775857
2,2019/8,E2417Hb,778516
3,2019/4,U2515Hc,751355
5,2019/5,E2417Hb,755786
2,2019/5,E2417Hb,758660
2,2019/6,E2417Hb,761466
3,2019/6,E2316Hf,766684
4,2019/7,E2417Hb,769190
4,2019/7,E2417Hb,774670
3,2019/8,S2419Hc,777227
5,2019/8,S2318Mc,780271
4,2019/8,E2417Hb,780286
3,2019/9,S2319Hc,785917
2,2019/1,E2417Hb,726972
3,2019/3,S2419Hc,737751
6,2019/3,U2515Hc,740495
3,2019/4,E2417Hb,749585
3,2019/4,E2417Hb,749634
3,2019/4,S2318Mc,749719
2,2019/5,E2316Hf,752044
2,2019/4,E2316Hf,752044
3,2019/4,E2316Hf,752091
3,2019/4,E2417Hb,752142
2,2019/5,S2419Hc,756186
4,2019/6,E2417Hb,762302
5,2019/6,E2417Hb,765046
5,2019/7,E2417Hb,772900
5,2019/8,S2718Dt,783696
1,2019/1,S2218Hc,728878
5,2019/1,U2717Dt,732222
2,2019/2,U2717Dt,734796
3,2019/3,U2717Dt,740659
3,2019/3,U2717Dt,740795
7,2019/4,U2717Dt,751291
3,2019/5,U2414Hb,753480
4,2019/5,U2717Dt,758679
2,2019/8,P2414Hb,777229
3,2019/8,P2414Hb,777244
3,2019/9,U2717Dt,785868
5,2019/1,U2414Hb,727042
6,2019/1,P2217Hb,727072
4,2019/2,E2417Hb,732858
3,2019/1,E2417Hb,732858
2,2019/2,U2717Dt,735079
2,2019/2,U2717Dt,735081
3,2019/3,U2414Hb,737838
3,2019/3,P2217Hb,740612
2,2019/3,U2717Dt,743333
5,2019/4,E2417Hb,749670
1,2019/4,SE2219Hf,752127
1,2019/5,SE2219Hf,752127
6,2019/5,P2414Hb,753829
3,2019/5,U2414Hb,756235
6,2019/7,U2717Dt,768018
6,2019/8,S2718Dt,778216
4,2019/8,U2717Dt,781307
4,2019/1,U2414Hb,727408
2,2019/2,S2417DGb,733107
3,2019/3,U2414Hb,740359
7,2019/3,E2417Hb,740410
2,2019/9,S2718HNc,788966
3,2019/9,U2414Hb,791720
6,2019/9,U2417Ht,791731
6,2019/9,U2417Ht,791745
3,2019/3,U2414Hb,663797
2,2019/2,U2417Ht,668770
5,2019/1,U2417Ht,726140
3,2019/1,U2718Qb,726169
5,2019/1,U2417Ht,726276
4,2019/1,U2417Ht,726283
3,2019/1,U2417Ht,728884
4,2019/1,U2417Ht,728891
2,2019/1,E2216HVf,728948
1,2019/1,U2718Qb,732210
2,2019/4,U2718Qb,732210
3,2019/1,U2417Ht,732292
4,2019/2,U2718Qb,734775
3,2019/2,E2216HVf,734925
2,2019/3,U2417Ht,737622
3,2019/3,U2417Ht,737640
2,2019/3,S2719DGFc,737690
2,2019/3,U2718Qb,737708
3,2019/3,U2417Ht,740723
5,2019/3,U2417Ht,740741
4,2019/3,U2417Ht,740766
3,2019/3,U2417Ht,740784
5,2019/3,U2417Ht,743588
1,2019/3,U2417Ht,743656
2,2019/3,U2417Ht,743667
1,2019/4,U2417Ht,745821
4,2019/4,U2417Ht,745846
4,2019/4,P2217Hb,745889
3,2019/4,U2419HSt,745996
2,2019/8,U2417Ht,783966
2,2019/9,U2718Qb,786717
2,2019/9,U2417Ht,786810
5,2019/9,U2718Qb,789625
2,2019/6,U2414Hb,607343
3,2019/1,U2417Ht,662309
4,2019/8,U2515Hc,783830
3,2019/9,S2318Mc,786689
2,2019/1,E2417Hb,727391
4,2019/2,E2316Hf,733109
4,2019/3,E2316Hf,740276
4,2019/3,U2412Mb,740312
4,2019/3,E2417Hb,740376
3,2019/3,E2316Hf,743418
3,2019/5,S2419Hc,755986
3,2019/6,E2417Hb,761051
7,2019/6,S2318Mc,761066
3,2019/6,E2316Hf,763523
2,2019/6,S2318Mc,766012
4,2019/7,E2316Hf,772634
2,2019/7,S2318Mc,775191
4,2019/9,E2417Hb,789831
3,2019/1,E2417Hb,726021
2,2019/1,E2417Hb,726121
3,2019/1,S2318Mc,728680
3,2019/3,S2419Hc,739423
8,2019/5,E2417Hb,754599
2,2019/1,E2417Hb,732623
3,2019/2,S2419Hc,735431
2,2019/3,S2419Hc,738052
2,2019/4,E2417Hb,751190
2,2019/5,S2419Hc,753113
3,2019/5,E2316Hf,757657
5,2019/6,E2417Hb,763422
3,2019/7,E2316Hf,768821
4,2019/7,U2515Hc,768940
2,2019/7,E2417Hb,771446
2,2019/7,U2515Hc,773952
5,2019/7,E2417Hb,774003
1,2019/7,E2417Hb,776709
2,2019/8,E2417Hb,776709
2,2019/8,E2316Hf,779466
4,2019/9,E2417Hb,787273
5,2019/9,U2515Hc,787388
1,2019/5,SE2417HGc,754718
2,2019/5,SE2417HGc,757975
3,2019/5,E2316Hf,757992
3,2019/6,P2717Ht,767016
2,2019/7,P2717Ht,767016
1,2019/6,SE2417HGc,767050
2,2019/7,SE2417HGc,769673
2,2019/7,SE2417HGc,772115
2,2019/7,SE2417HGc,772181
4,2019/8,E2016Hb,781158
2,2019/1,E2016Hb,727421
2,2019/7,E2016Hb,776298
2,2019/6,SE2417HGc,766481
4,2019/8,E2216Hf,779156
4,2019/9,E2216Hf,787451
2,2019/7,SE2417HGc,769072
6,2019/7,P2717Ht,772012
4,2019/7,UP3218Kt,774084
3,2019/7,E2216Hf,774097
2,2019/1,E2216Hf,724940
3,2019/6,E2216Hf,760729
2,2019/1,E2216Hf,732035
3,2019/3,E2216Hf,737040
3,2019/5,E2216Hf,752798
3,2019/9,E2216Hf,793543
3,2019/8,UP2516Dt,778934
1,2019/8,SE2417HGc,779032
3,2019/8,SE2417HGc,784397
3,2019/9,P2415Qb,787090
4,2019/9,SE2417HGc,787171
3,2019/8,E2216Hf,778997
1,2019/1,SE2417HGc,653671
1,2019/3,U2414Hb,697476
2,2019/1,SE2417HGc,727173
3,2019/1,E2316Hf,727292
1,2019/2,U3419Wb,732121
1,2019/1,U3419Wb,732121
3,2019/2,SE2417HGc,734678
1,2019/2,U3419Wb,734746
1,2019/4,U3419Wb,734746
1,2019/5,U3419Wb,734746
1,2019/3,SE2417HGc,737133
3,2019/9,SE2417HGc,737133
3,2019/3,SE2417HGc,739558
2,2019/6,E2016Hb,760611
3,2019/4,E2316Hf,745425
3,2019/4,E2316Hf,748046
2,2019/4,SE2417HGc,750773
3,2019/1,E2216Hf,730686
3,2019/4,E2216Hf,750381
3,2019/7,E2216Hf,769915
4,2019/8,E2216Hf,778354
4,2019/5,E2318Hf,755246
3,2019/5,U2518Dt,758120
1,2019/7,E2318Hf,776797
2,2019/8,E2318Hf,776833
2,2019/7,E2318Hf,776833
3,2019/1,U2518Dt,729333
1,2019/2,E2318Hf,734342
2,2019/4,SE2216HVf,745089
3,2019/4,P2317Hb,745174
4,2019/4,U2518Dt,749952
1,2019/4,U2518Dt,752343
2,2019/5,U2518Dt,752343
5,2019/5,P2217c,754130
3,2019/7,P2317Hb,761767
4,2019/7,U2518Dt,770442
1,2019/7,E1913Sf,773216
