frequency,fdate,Model,WXID
1,2018/12,U2515Hc,714048
2,2018/11,U2515Hc,714048
3,2018/5,U2515Hc,643719
4,2018/3,S2318Mc,652543
3,2018/6,E2316Hf,675071
4,2018/6,E2417Hb,675122
3,2018/7,E2316Hf,678080
4,2018/7,E2316Hf,678083
4,2018/7,E2417Hb,684214
4,2018/8,E2316Hf,687389
7,2018/8,U2515Hc,687422
2,2018/9,U2515Hc,695914
3,2018/11,U2515Hc,695914
5,2018/9,S2318Mc,701811
2,2018/11,U2515Hc,715116
2,2018/12,U2515Hc,715116
2,2018/5,U2515Hc,644574
4,2018/2,E2316Hf,650671
2,2018/2,E2417Hb,650739
1,2018/3,U2515Hc,653547
2,2018/5,U2515Hc,653547
5,2018/3,S2318Mc,653683
4,2018/4,U2515Hc,656606
3,2018/5,E2417Hb,662789
2,2018/5,U2515Hc,665529
1,2018/5,U2515Hc,665597
3,2018/6,U2515Hc,665597
3,2018/8,E2416Hb,654178
1,2018/9,E2416Hb,654178
2,2018/5,SE2416HMc,664717
3,2018/5,U2913WMt,667496
5,2018/7,S2316Mc,678864
4,2018/7,S2316Mc,682222
5,2018/8,P2417Hb,691089
3,2018/9,SE2416HMc,697212
6,2018/9,P2417Hb,699863
5,2018/9,S2316Mc,699870
3,2018/10,SE2416HMc,709787
4,2018/11,P2417Hb,713138
2,2018/1,P2417Hb,647976
2,2018/3,S2316Mc,654071
1,2018/4,E2416Hb,657229
2,2018/9,E2416Hb,657229
4,2018/4,S2316Mc,657272
3,2018/5,E1913c,660001
1,2018/4,E1913c,660001
3,2018/6,U3415Wb,671376
5,2018/6,SE2416HMc,674641
4,2018/7,SE2416HMc,677542
3,2018/7,U2913WMt,680400
3,2018/7,U3415Wb,683215
5,2018/9,P2417Hb,695769
3,2018/9,SE2416HMc,695819
5,2018/9,SE2416HMc,702078
3,2018/1,S2316Mc,649012
2,2018/1,U2913WMt,649155
2,2018/2,U2913WMt,649155
1,2018/2,S2316Mc,652299
2,2018/3,S2316Mc,652299
3,2018/6,U2913WMt,670583
6,2018/7,P2417Hb,679421
2,2018/1,S2316Mc,644767
3,2018/1,E2214HVb,644903
5,2018/4,P2317Hb,658010
3,2018/6,E2417Hb,669710
3,2018/6,E1916Hf,672667
4,2018/6,P2414Hb,675994
5,2018/6,P2414Hb,676008
3,2018/7,UP2718Qt,681759
2,2018/7,U2717Dt,684367
3,2018/7,U2717Dt,684431
2,2018/7,U2412Mc,684567
4,2018/8,P2417Hb,690448
2,2018/8,S2718Dt,693574
2,2018/9,S2718Dt,693574
2,2018/9,S2718Dt,696782
2,2018/9,P2414Hb,702415
3,2018/10,P2414Hb,702415
2,2018/1,U2717Dt,649386
1,2018/2,U2717Dt,649386
2,2018/2,U2717Dt,649535
2,2018/3,U2717Dt,649535
3,2018/4,U2717Dt,658546
2,2018/6,U2717Dt,669256
4,2018/6,P2317Hb,672131
2,2018/6,U2717Dt,672149
5,2018/8,P2317Hb,687372
4,2018/9,P2414Hb,695945
2,2018/9,U2717Dt,696081
2,2018/9,U2717Dt,701812
2,2018/9,U2717Dt,701897
3,2018/10,U2717Dt,705223
2,2018/10,U2717Dt,705224
4,2018/10,U2717Dt,708700
2,2018/10,U2717Dt,708750
2,2018/10,U2717Dt,708764
6,2018/11,P2317Hb,711976
4,2018/1,P2417Hb,647599
2,2018/4,U2717Dt,659649
2,2018/4,U2717Dt,659696
4,2018/5,P2414Hb,665579
2,2018/6,P2414Hb,665579
2,2018/5,U2717Dt,665630
2,2018/5,U2717Dt,665665
3,2018/5,P2414Hb,668323
2,2018/6,U2717Dt,677012
3,2018/8,E2316Hf,686371
7,2018/8,U3415Wb,691366
4,2018/8,E2316Hf,691383
2,2018/8,P2717Ht,691401
6,2018/8,E2216Hf,691452
3,2018/8,P2717Ht,691519
2,2018/9,SE2417HGc,694460
3,2018/9,P2717Ht,697349
4,2018/9,P2415Qb,697485
4,2018/10,E2016Hb,703283
3,2018/10,E2016Hb,706074
4,2018/10,U2414Hb,706092
4,2018/10,E2016Hb,706224
4,2018/10,E2016Hb,706227
5,2018/10,U2414Hb,709249
2,2018/10,SE2417HGc,709368
4,2018/11,E2316Hf,712576
1,2018/11,SE2417HGc,715733
2,2018/1,E2016Hb,644374
2,2018/1,U2414Hb,647332
3,2018/2,E2216Hf,650153
1,2018/2,P2717Ht,650190
2,2018/2,AW3418DWb,650221
4,2018/7,E2316Hf,684345
3,2018/8,SE2417HGc,687287
3,2018/8,SE2417HGc,687294
2,2018/8,SE2417HGc,690159
4,2018/8,E2316Hf,690168
5,2018/9,E2016Hb,695884
4,2018/9,P2717Ht,695975
4,2018/9,E2316Hf,701834
2,2018/9,SE2417HGc,701927
3,2018/10,SE2417HGc,708679
3,2018/11,E2216Hf,711953
4,2018/11,E2316Hf,715204
2,2018/7,U2718Qb,683195
5,2018/8,U2718Qb,686135
2,2018/8,U2417Ht,686136
2,2018/8,U2417Ht,686204
3,2018/8,U2417Ht,686285
6,2018/8,E2216HVf,686289
1,2018/8,AW3418HWb,689462
5,2018/8,U2417Ht,689479
2,2018/8,U2417Ht,689480
2,2018/8,U2718Qb,689497
2,2018/8,U2414Hb,689530
5,2018/8,U2417Ht,692505
3,2018/8,E2216HVf,692687
3,2018/8,U2412Mc,687945
2,2018/8,U2718Qb,690810
2,2018/8,U2417Ht,690846
2,2018/8,U2718Qb,690889
4,2018/8,U2417Ht,690896
2,2018/8,E1913Sc,690953
5,2018/8,U2417Ht,693811
4,2018/8,E2216HVf,693897
3,2018/8,U2417Ht,693961
3,2018/9,E2216HVf,696812
5,2018/9,U2417Ht,696819
5,2018/9,U2417Ht,696955
5,2018/9,U2417Ht,699520
1,2018/9,P2217Hb,702528
1,2018/10,P2217Hb,702528
2,2018/10,U2417Ht,702671
2,2018/10,U2417Ht,705436
3,2018/10,U2718Qb,708108
4,2018/10,U2417Ht,708151
4,2018/10,U2417Ht,708158
3,2018/10,U2417Ht,708244
5,2018/10,U2417Ht,708251
2,2018/10,U2417Ht,708258
4,2018/11,E2216HVf,711352
2,2018/11,U2417Ht,711445
4,2018/11,P2217Hb,711495
2,2018/7,U2518Dt,682822
5,2018/8,U2518Dt,685730
2,2018/8,U2518Dt,685830
2,2018/8,U2518Dt,685866
2,2018/8,U2518Dt,692132
3,2018/8,SE2416Hc,692225
2,2018/8,SE2216Hf,692318
2,2018/9,SE2416Hc,695426
1,2018/11,SE2416Hc,695426
2,2018/9,SE2717Hc,695483
3,2018/9,SE2717Hc,698534
2,2018/9,U2518Dt,698598
3,2018/9,P2419Hb,701449
3,2018/11,SE2216Hf,710709
6,2018/11,SE2416Hc,713674
3,2018/6,SE2416Hc,672154
3,2018/6,P2715Qt,672177
2,2018/7,SE2216Hf,680901
3,2018/7,U2412Mc,681044
4,2018/7,E2418HNb,684252
5,2018/8,U2412Mc,690259
2,2018/8,U2518Dt,692869
2,2018/8,U2518Dt,692876
3,2018/8,U2518Dt,692976
3,2018/9,U2412Mc,695918
3,2018/9,SE2416HMc,695941
4,2018/9,U2412Mc,695984
2,2018/9,P2416Db,699185
2,2018/9,U2518Dt,701857
4,2018/10,SE2216Hf,705208
2,2018/10,U2518Dt,705278
2,2018/10,E2418HNb,708788
2,2018/10,E2418HNb,708843
2,2018/10,E2418HNb,708845
2,2018/10,E2418HNb,708852
3,2018/11,U2518Dt,711960
2,2018/11,SE2216Hf,712053
4,2018/11,SE2416HMc,712060
4,2018/11,P2419Hb,715202
1,2018/1,U2518Dt,621741
4,2018/1,SE2416Hc,648949
2,2018/3,SE2717Hc,654506
1,2018/6,SE2717Hc,654506
5,2018/4,U2518Dt,657614
2,2018/3,E2318HNf,655552
2,2018/4,U2415b,658559
2,2018/4,U2415b,658560
3,2018/4,SE2018HV,658577
4,2018/5,SE2416Hc,664226
3,2018/6,SE2018HV,664261
2,2018/5,SE2018HV,664261
2,2018/5,E2016HL,667119
2,2018/11,E2016HL,667119
2,2018/6,S2318Hc,669255
3,2018/6,SE2018HV,672281
3,2018/6,SP2418Hb,675208
2,2018/7,U2415b,678198
2,2018/8,SP2418Hb,694290
1,2018/9,SE2018HV,697248
2,2018/11,SE2018HV,697248
1,2018/9,SE2416Hc,697312
2,2018/9,SE2416Hc,699970
2,2018/9,SE2416Hc,699977
4,2018/9,P2314Ht,700013
4,2018/9,SE2416Hc,700020
2,2018/10,SE2018HV,702721
3,2018/10,SE2416Hc,702871
2,2018/10,SE1918HVf,707115
1,2018/11,SE2018HV,713081
1,2018/12,SE2018HV,713081
2,2018/4,SE2416Hc,635308
3,2018/4,SE2416Hc,635408
3,2018/1,P2314Ht,645204
3,2018/1,E1715Sc,645254
2,2018/1,SE2416Hc,645261
3,2018/1,P2314Ht,647819
2,2018/3,SP2418Hb,654021
2,2018/3,SP2418Hb,654028
2,2018/4,SE2018HV,657336
2,2018/5,SE2018HV,657336
3,2018/4,SE2018HV,659937
3,2018/4,SE2018HV,659944
2,2018/4,E2016HL,660051
1,2018/5,E2016HL,660051
4,2018/5,UP2516Dt,666646
3,2018/5,P2314Ht,666653
3,2018/6,SE2018HV,671290
3,2018/6,U2415b,674477
2,2018/6,AW2518HFb,674541
4,2018/7,SP2418Hb,680507
1,2018/7,AW2518HFb,683208
7,2018/8,P2314Ht,686273
4,2018/2,S2316Mc,650592
2,2018/4,SE2416HMc,656835
4,2018/4,S2316Mc,660179
5,2018/5,P2417Hb,666261
2,2018/6,P2417Hb,669505
1,2018/6,S2417DGb,672954
3,2018/11,S2417DGb,672954
7,2018/6,E1913c,676021
3,2018/7,P2417Hb,681880
4,2018/7,S2316Mc,681944
3,2018/8,SE2416HMc,690861
4,2018/8,SE2416HMc,690938
5,2018/9,S2316Mc,696913
2,2018/9,SE2416HMc,702570
1,2018/10,SE2416HMc,702570
6,2018/2,UP2715Kt,651285
3,2018/5,S2316Mc,664623
5,2018/7,S2316Mc,678863
5,2018/7,P2417Hb,682237
6,2018/8,S2316Mc,688187
5,2018/8,P2417Hb,690997
2,2018/8,SE2416HMc,694246
4,2018/9,P2417Hb,697313
5,2018/9,S2316Mc,699862
6,2018/10,S2316Mc,709788
4,2018/11,U2913WMt,709888
3,2018/1,P2417Hb,645548
3,2018/2,P2417Hb,651519
5,2018/5,S2316Mc,666061
3,2018/5,P1917Sc,666102
4,2018/5,S2316Mc,666138
2,2018/5,U2515Hc,668337
1,2018/6,U2515Hc,668337
3,2018/7,E2316Hf,682895
4,2018/7,E2316Hf,682896
2,2018/7,U2515Hc,682946
2,2018/8,U2515Hc,682946
3,2018/7,E2316Hf,683010
4,2018/9,E2316Hf,694545
4,2018/10,E2316Hf,703284
3,2018/10,E2316Hf,703301
5,2018/10,E2417Hb,703351
4,2018/11,E2417Hb,715719
2,2018/5,U2515Hc,641447
2,2018/5,U2515Hc,641448
5,2018/1,E2417Hb,647314
2,2018/2,U2515Hc,650204
1,2018/5,U2515Hc,650204
2,2018/4,E2417Hb,656088
1,2018/3,E2417Hb,656088
3,2018/4,E2316Hf,659095
3,2018/5,U2515Hc,641768
2,2018/1,U2515Hc,644910
3,2018/5,U2515Hc,644910
2,2018/3,E2417Hb,653827
5,2018/3,E2417Hb,653836
4,2018/5,E2417Hb,666304
4,2018/6,E2417Hb,672956
2,2018/7,E1715Sc,679329
2,2018/8,E2417Hb,693846
2,2018/8,U2515Hc,693903
2,2018/9,U2515Hc,693903
1,2018/9,U2515Hc,699521
3,2018/11,U2515Hc,699521
3,2018/9,E2316Hf,699626
4,2018/10,E2316Hf,705401
3,2018/10,E2316Hf,708116
3,2018/11,E2417Hb,711387
3,2018/11,U2515Hc,711460
2,2018/1,U2515Hc,639453
4,2018/1,S2318Mc,645403
3,2018/1,P2715Qt,645469
2,2018/1,U2515Hc,648354
1,2018/3,U2515Hc,648354
3,2018/2,E2417Hb,651255
1,2018/1,SE2417HGc,645905
1,2018/7,SE2417HGc,645905
2,2018/1,AW3418DWb,648856
3,2018/1,E2216Hf,648954
4,2018/2,E2316Hf,651598
4,2018/2,U3415Wb,651655
3,2018/2,UP3214Qt,651721
3,2018/3,E2316Hf,654529
1,2018/4,E2016Hb,654572
2,2018/3,E2016Hb,654572
2,2018/4,D3217Ho,654672
2,2018/3,D3217Ho,654672
5,2018/4,D3217Ho,657673
2,2018/5,AW3418DWb,663260
1,2018/5,SE2417HGc,663294
1,2018/5,SE2417HGc,663330
1,2018/5,SE2417HGc,663360
1,2018/5,SE2417HGc,663387
3,2018/6,E2316Hf,675285
4,2018/6,E2016Hb,675321
6,2018/7,E2016Hb,678670
3,2018/7,U2414Hb,678736
2,2018/7,E2216Hf,678772
3,2018/7,E2316Hf,684009
3,2018/7,E2216Hf,684145
4,2018/8,E2316Hf,687087
2,2018/8,SE2417HGc,689961
2,2018/8,SE2417HGc,690061
3,2018/8,P1917Sc,690068
2,2018/8,SE2417HGc,692733
3,2018/8,E2316Hf,692776
3,2018/8,E2316Hf,692833
2,2018/9,SE2417HGc,695675
2,2018/9,SE2417HGc,695677
5,2018/9,U2414Hb,698249
3,2018/9,AW3418DWb,698326
7,2018/9,U2414Hb,701200
2,2018/9,P2717Ht,701300
4,2018/10,E2016Hb,704099
5,2018/10,E2016HVf,704108
2,2018/11,SE2417HGc,712696
4,2018/1,U2417Ht,646890
3,2018/1,U2417Ht,646933
3,2018/1,U2417Ht,646976
4,2018/2,U2417Ht,649991
3,2018/2,U2417Ht,650034
1,2018/3,U2718Qb,653385
2,2018/5,U2718Qb,653385
4,2018/3,U2417Ht,653528
3,2018/4,U2417Ht,659308
1,2018/4,U2417Ht,659458
3,2018/5,U2417Ht,662502
2,2018/5,U2417Ht,667968
1,2018/5,E2016HVf,667982
2,2018/6,E2016HVf,667982
1,2018/6,U2718Qb,667989
2,2018/5,U2718Qb,667989
1,2018/5,U2718Qb,668018
1,2018/6,U2718Qb,668018
1,2018/6,S2817Qt,671390
2,2018/12,S2817Qt,671390
4,2018/6,U2414Hb,671433
2,2018/6,U2417Ht,671483
6,2018/6,U2417Ht,671519
5,2018/6,U2417Ht,674327
6,2018/6,U2417Ht,674341
3,2018/7,U2417Ht,677235
2,2018/7,U2417Ht,677249
2,2018/7,U2417Ht,677292
3,2018/7,U2417Ht,677299
3,2018/7,P2714Hc,677342
7,2018/7,U2417Ht,680593
3,2018/7,U2417Ht,680636
5,2018/7,U2417Ht,680650
5,2018/7,U2417Ht,680657
4,2018/7,U2414Hb,683315
3,2018/7,U2718Qb,683451
4,2018/7,U2414Hb,683458
2,2018/8,E2016HVf,683465
2,2018/7,E2016HVf,683465
2,2018/8,E2216HVf,686559
5,2018/8,U2417Ht,686616
1,2018/4,SE2416Hc,657678
2,2018/5,SE2416Hc,657678
1,2018/4,SE2717Hc,660522
1,2018/6,SE2717Hc,660522
1,2018/6,SE2717Hc,660552
2,2018/4,SE2717Hc,660552
1,2018/5,SE2416Hc,663296
2,2018/5,U2518Dt,665895
2,2018/5,SE2717Hc,668903
1,2018/5,SE2717Hc,668912
1,2018/6,SE2717Hc,668912
2,2018/6,U2518Dt,671811
2,2018/7,U2518Dt,671811
1,2018/8,U2518Dt,671811
2,2018/6,U2412Mc,671911
5,2018/6,SE2416Hc,675319
1,2018/6,P2418HTt,675426
2,2018/7,P2418HTt,675426
1,2018/7,P2416Db,678629
1,2018/8,P2416Db,678629
3,2018/7,U2412Mc,678672
3,2018/7,U2412Mc,678806
2,2018/7,SE2216Hf,684045
5,2018/7,SE2416Hc,684109
2,2018/7,P2416Db,684186
1,2018/9,P2416Db,684186
2,2018/8,SE2416HMc,687151
4,2018/8,SE2416HMc,687187
3,2018/8,SE2216Hf,689959
2,2018/8,U2518Dt,690059
3,2018/8,U2518Dt,692767
3,2018/8,SE2416Hc,692774
3,2018/8,P2419Hb,692810
2,2018/9,P2419Hb,692810
2,2018/9,U2518Dt,698390
2,2018/9,U2518Dt,698392
1,2018/9,P2418HTt,701257
2,2018/11,P2418HTt,701257
2,2018/10,SE2216Hf,704106
2,2018/10,U2412Mc,706807
2,2018/10,U2412Mc,706816
1,2018/10,P2418HTt,710115
2,2018/11,U2518Dt,712687
2,2018/11,U2518Dt,712689
2,2018/11,U2518Dt,712830
1,2018/1,SE2717Hc,647441
2,2018/3,SE2717Hc,653634
5,2018/5,SE2416HMc,662660
3,2018/5,U2518Dt,665502
3,2018/5,U2518Dt,665525
4,2018/5,E2418HNb,668374
2,2018/5,SE2717Hc,668376
2,2018/5,U2518Dt,668433
4,2018/6,SE2216Hf,671075
2,2018/6,U2518Dt,671175
2,2018/6,U2518Dt,674056
3,2018/5,SE2416HMc,666204
4,2018/5,P2417Hb,668669
4,2018/7,S2316Mc,683543
3,2018/8,E1913c,686024
3,2018/8,D3216Ho,689232
2,2018/8,SE2416HMc,691940
4,2018/9,S2316Mc,695139
1,2018/9,UZ2315Hf,700521
4,2018/9,P2417Hb,700555
5,2018/10,SE2416HMc,705701
4,2018/11,D3216Ho,711560
2,2018/1,E1913c,649256
3,2018/2,E1913c,649256
3,2018/1,S2316Mc,649349
3,2018/4,S2316Mc,661115
3,2018/4,P2417Hb,661181
3,2018/5,SE2416HMc,667240
3,2018/10,SE2416HMc,708043
1,2018/1,S2316Mc,649383
3,2018/2,S2316Mc,649383
3,2018/3,SE2416HMc,652557
3,2018/3,S2316Mc,655665
3,2018/5,SE2416HMc,667004
2,2018/6,SE2416HMc,669305
4,2018/6,P2417Hb,672220
5,2018/6,SE2416HMc,675162
2,2018/6,SE2416HMc,675226
2,2018/8,E2416Hb,693003
5,2018/8,P2417Hb,693010
3,2018/9,U2917Wt,695977
4,2018/9,P2417Hb,699228
4,2018/9,P2417Hb,699285
4,2018/11,P1917Sc,715138
2,2018/1,P2016b,645941
4,2018/2,P2417Hb,651621
1,2018/2,E2416Hb,651628
2,2018/8,E2416Hb,651628
3,2018/2,E2316Hf,651321
5,2018/4,E2417Hb,657178
5,2018/5,E1916HVf,667440
3,2018/5,S2318Mc,667497
3,2018/6,U2515Hc,675762
2,2018/7,U2515Hc,675762
4,2018/7,E2417Hb,678906
3,2018/7,E2316Hf,678929
4,2018/7,U2515Hc,678936
4,2018/7,E2316Hf,684986
4,2018/11,E2417Hb,713125
4,2018/1,E2316Hf,645512
5,2018/2,E2417Hb,651464
2,2018/3,U2515Hc,654870
2,2018/5,U2515Hc,654870
4,2018/4,E2316Hf,657714
3,2018/4,S2318Mc,657873
5,2018/5,S2318Mc,666059
2,2018/5,E2417Hb,668703
3,2018/6,E2417Hb,668703
3,2018/6,E2417Hb,673847
4,2018/6,S2318Mc,673926
2,2018/6,E2316Hf,676855
1,2018/7,E2316Hf,676855
2,2018/6,E2316Hf,676998
2,2018/7,E2316Hf,676998
2,2018/6,E2417Hb,677000
3,2018/7,E2417Hb,677000
3,2018/8,E2417Hb,689289
4,2018/8,E2417Hb,689323
4,2018/9,S2318Mc,695048
2,2018/11,S2318Mc,711653
1,2018/2,E2417Hb,652164
3,2018/3,E2417Hb,652164
3,2018/3,E2316Hf,655208
5,2018/4,U2515Hc,658271
2,2018/4,U2515Hc,661179
4,2018/6,U2515Hc,661179
2,2018/11,SE2417HGc,712832
1,2018/2,D3217Ho,629627
1,2018/5,SE2417HGc,638494
1,2018/1,E2216Hf,644567
3,2018/1,E2316Hf,647418
2,2018/1,E198WFPf,647475
2,2018/3,E198WFPf,647475
3,2018/1,E2216Hf,647484
5,2018/1,U2414Hb,647520
2,2018/2,AW3418DWb,650785
2,2018/3,SE2417HGc,653534
4,2018/3,E2316Hf,653593
4,2018/3,E2316Hf,653600
2,2018/3,E2216Hf,653670
4,2018/3,E2316Hf,653700
1,2018/4,SE2417HGc,656637
1,2018/4,SE2417HGc,656678
6,2018/4,D3217Ho,656742
1,2018/7,D3217Ho,656742
4,2018/5,D3217Ho,662794
2,2018/5,SE2417HGc,665659
3,2018/5,SE2417HGc,665661
4,2018/5,P2415Qb,668340
2,2018/6,SE2417HGc,671018
3,2018/6,SE2417HGc,671084
4,2018/6,E2316Hf,674185
3,2018/6,U3415Wb,674190
5,2018/8,P1917Sc,691768
5,2018/8,U2414Hb,691803
2,2018/8,U2414Hb,691817
6,2018/9,U2414Hb,694626
1,2018/9,AW3418DWb,694712
2,2018/9,SE2417HGc,697669
2,2018/9,SE2417HGc,697670
1,2018/9,U2414Hb,700092
3,2018/10,P2717Ht,702914
3,2018/10,SE2417HGc,705858
2,2018/10,SE2417HGc,708916
2,2018/10,SE2417HGc,708965
2,2018/11,SE2417HGc,712273
5,2018/11,U2414Hb,715368
2,2018/11,SE2417HGc,715468
3,2018/8,U2417Ht,689017
3,2018/8,U2417Ht,689031
2,2018/8,U2417Ht,691746
3,2018/8,U2417Ht,691782
3,2018/8,U2718Qb,691832
4,2018/8,U2417Ht,691846
1,2018/8,U2417Ht,691882
4,2018/8,U2718Qb,691889
2,2018/9,U2417Ht,694647
4,2018/9,U2417Ht,694740
5,2018/9,U2417Ht,694747
3,2018/9,U2414Hb,697548
2,2018/6,U2417Ht,672197
2,2018/6,U2417Ht,672198
4,2018/6,U2417Ht,672247
4,2018/6,U2718Qb,675155
2,2018/6,U2417Ht,675156
2,2018/7,P2217Hb,678114
3,2018/7,U2417Ht,680907
3,2018/7,U2417Ht,680971
2,2018/7,U2417Ht,680972
2,2018/7,U2417Ht,681007
4,2018/7,U2417Ht,681058
3,2018/7,E2216HVf,684215
4,2018/8,U2417Ht,687273
2,2018/8,U2417Ht,687288
3,2018/8,U2417Ht,687373
3,2018/8,U2417Ht,687374
2,2018/8,E2216HVf,687424
3,2018/8,U2417Ht,690182
6,2018/8,U2718Qb,690231
4,2018/9,U2417Ht,695897
4,2018/9,U2417Ht,695912
5,2018/9,U2417Ht,695948
2,2018/9,U2417Ht,696012
4,2018/9,U2417Ht,699255
3,2018/9,U2417Ht,699291
4,2018/9,U2417Ht,699305
4,2018/9,E2216HVf,701814
2,2018/7,U2717Dt,677012
2,2018/6,P2414Hb,677029
4,2018/7,P2414Hb,677029
4,2018/9,U2717Dt,694528
2,2018/9,S2718Dt,700407
3,2018/11,U2717Dt,714882
4,2018/1,P2414Hb,646462
2,2018/1,E1916Hf,649434
4,2018/2,E1916Hf,649434
4,2018/3,P2417Hb,652478
2,2018/4,U2717Dt,658529
2,2018/4,U2717Dt,658544
4,2018/4,P2414Hb,658693
3,2018/6,U2717Dt,669289
3,2018/6,U2717Dt,672233
4,2018/6,P2414Hb,675191
4,2018/7,U2717Dt,678049
2,2018/7,U2414Hb,678099
5,2018/7,P2414Hb,678164
3,2018/7,U2717Dt,681071
2,2018/7,U2717Dt,684365
3,2018/8,U2717Dt,692954
5,2018/9,P2317Hb,695998
2,2018/9,E1916Hf,699256
2,2018/9,S2718Dt,701913
2,2018/9,S2718Dt,701914
2,2018/10,U2717Dt,705221
2,2018/10,U2717Dt,705222
2,2018/10,U2717Dt,705257
2,2018/11,U2717Dt,711924
3,2018/11,P2317Hb,712073
3,2018/1,P2414Hb,646962
5,2018/3,P2317Hb,653449
3,2018/4,E2417Hb,656522
2,2018/3,E2417Hb,656522
6,2018/4,P2414Hb,656571
5,2018/5,E2417Hb,662487
5,2018/6,P2414Hb,674320
4,2018/6,P2317Hb,674356
2,2018/6,U2518Dt,674183
1,2018/8,U2518Dt,674183
1,2018/6,SE2717Hc,677100
2,2018/7,SE2717Hc,677100
3,2018/7,SE2416Hc,679999
4,2018/8,SE2416Hc,690131
4,2018/8,SE2416HMc,693040
5,2018/9,U2412Mc,695947
2,2018/9,SE2216Hf,701863
2,2018/10,U2518Dt,705171
2,2018/10,U2518Dt,705172
4,2018/11,SE2717Hc,715118
5,2018/11,SE2416HMc,715268
2,2018/3,SE2416Hc,643989
2,2018/1,U2518Dt,646862
2,2018/4,U2518Dt,646862
2,2018/1,U2518Dt,646911
1,2018/4,U2518Dt,646911
2,2018/2,U2518Dt,650020
3,2018/4,U2518Dt,650020
2,2018/4,SE2416Hc,656507
2,2018/3,SE2416Hc,656507
5,2018/4,P2418HTt,659365
1,2018/5,U2518Dt,662537
2,2018/7,U2518Dt,662537
1,2018/5,U2518Dt,662623
1,2018/7,U2518Dt,662623
2,2018/6,U2518Dt,674270
4,2018/6,SE2416HMc,674370
5,2018/7,U2412Mc,683330
4,2018/7,U2518Dt,683429
2,2018/8,P2715Qt,691753
2,2018/9,P2715Qt,691753
4,2018/9,U2412Mc,694661
4,2018/9,SE2416Hc,697583
2,2018/9,P2416Db,700056
3,2018/9,SE2717Hc,700141
2,2018/10,E2418HNb,708865
2,2018/10,E2418HNb,708866
2,2018/10,U2518Dt,708951
1,2018/10,E2418HNb,709065
2,2018/11,E2418HNb,709065
2,2018/10,E2418HNb,709066
3,2018/11,SE2717Hc,712159
3,2018/11,SE2416Hc,712173
5,2018/11,P2419Hb,712259
2,2018/8,SE2018HV,689517
2,2018/9,SE2018HV,689517
3,2018/9,SE1918HVf,695719
4,2018/9,E1715Sc,695726
3,2018/9,E1715Sc,695776
2,2018/9,U2415b,698791
2,2018/10,U2415b,704907
4,2018/11,U2415b,710823
2,2018/11,AW2518HFb,710916
2,2018/11,AW2518HFb,710966
2,2018/4,SE2416Hc,639824
1,2018/1,SP2418Hb,645740
2,2018/2,SP2418Hb,645740
3,2018/1,P2314Ht,645747
5,2018/1,P2314Ht,645797
1,2018/1,U2917Wt,648991
2,2018/2,U2917Wt,648991
4,2018/1,P2314Ht,649048
2,2018/1,SE2416Hc,649055
3,2018/8,SE2416Hc,649055
2,2018/4,SE2018HV,658372
2,2018/4,SE2018HV,658458
1,2018/4,SE2018HV,661659
1,2018/5,SE2018HV,661659
3,2018/4,S2418HNt,661666
2,2018/5,S2418HNt,661666
1,2018/4,S2418HNt,661680
1,2018/5,S2418HNt,661680
4,2018/5,SP2418Hb,664867
2,2018/5,AW2518HFb,667539
3,2018/6,SE2416Hc,673355
2,2018/6,SE2416Hc,673391
2,2018/6,SE2416Hc,673398
3,2018/6,P2314Ht,673448
2,2018/6,SE2416Hc,676256
2,2018/7,SE2416Hc,679607
2,2018/7,P2314Ht,682708
3,2018/7,S2318Hc,682858
5,2018/7,S2318Hc,682865
2,2018/8,SE2416Hc,685823
3,2018/8,U2415b,685880
4,2018/8,P2314Ht,688824
2,2018/8,SE2416Hc,688924
2,2018/8,SE2416Hc,692282
4,2018/9,P2314Ht,695340
2,2018/9,U2415b,698541
5,2018/9,S2418HNt,701549
3,2018/1,E2316Hf,644940
3,2018/1,P2717Ht,645076
4,2018/1,E2216Hf,645090
2,2018/1,P1917Sc,648083
1,2018/1,SE2417HGc,648133
1,2018/6,SE2417HGc,648133
4,2018/1,U2414Hb,648183
4,2018/4,E2016Hb,657457
2,2018/4,U3415Wb,661401
4,2018/4,E2216Hf,661437
2,2018/4,E2316Hf,661451
2,2018/5,E2316Hf,661451
2,2018/5,U2414Hb,664145
3,2018/5,P1917Sc,666817
7,2018/5,P2717Ht,666932
2,2018/6,SE2417HGc,673184
2,2018/6,SE2417HGc,673283
2,2018/6,SE2417HGc,673284
2,2018/7,SE2417HGc,677664
1,2018/7,SE2417HGc,680722
3,2018/8,U3415Wb,686773
4,2018/8,E2316Hf,686787
3,2018/8,U2414Hb,689646
3,2018/9,AW3418DWb,695297
4,2018/9,P1917Sc,700792
2,2018/9,SE2417HGc,700828
5,2018/9,E2016Hb,700842
2,2018/9,SE2417HGc,700977
2,2018/10,SE2417HGc,706257
4,2018/10,E2316Hf,706293
4,2018/10,E2316Hf,706307
3,2018/10,E2316Hf,709451
2,2018/10,SE2417HGc,709452
5,2018/11,P2317HWHb,717890
5,2018/11,AW3418DWb,717940
4,2018/11,E2016Hb,717975
4,2018/11,E2316Hf,718026
1,2018/12,E2016Hb,720897
1,2018/2,D3217Ho,641532
1,2018/1,P2717Ht,644340
2,2018/9,U2417Ht,701864
